trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,lastPresent,polygon.started,polygon.stopped,polygon_3.started,polygon_3.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,opt1_t1,opt2_t1,opt3_t1,opt4_t1,option4_t1.started,option4_t1.stopped,option1_t1.started,option1_t1.stopped,option2_t1.started,option2_t1.stopped,option3_t1.started,option3_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,crab01.jpg,doghouse.jpg,bowlingball.jpg,cat.jpg,christmaslights.jpg,nosmokingsign.jpg,lightswitch01.jpg,eiffeltower.jpg,pigeon.jpg,cigar.jpg,moose.jpg,jeep.jpg,eyepatch.jpg,humanskeleton.jpg,recyclingbin.jpg,ironingboard01.jpg,apron.jpg,12,5.631993199931458,None,5.631993199931458,None,5.631993199931458,None,5.631993199931458,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\cigar.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\ironingboard01.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\cigar.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\ironingboard01.jpg,8.828886899980716,None,8.828886899980716,None,8.828886899980716,None,8.828886899980716,None,right,4.187388900085352,8.828886899980716,None,,,,,,,
