trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,5.893063999988954,None,space,1.4872221999976318,5.893063999988954,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1005,AB_pic,2020.2.10,59.9873186802915,
,,,,,,,,,,,,,,,,,candycane01a.jpg,slug.jpg,popcorn.jpg,cymbal.jpg,hammerheadshark.jpg,ironingboard01.jpg,spicerack.jpg,xylophone.jpg,beerbottle.jpg,crown.jpg,worldmap.jpg,foosballtable.jpg,cat.jpg,bullet.jpg,recyclingbin.jpg,toilet.jpg,tank.jpg,7.467648099991493,10.21792429999914,7.467648099991493,10.21792429999914,9.951302000001306,None,,,,,,,
