trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,textbox.started,textbox.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,textbox_2.started,textbox_2.stopped,textbox_3.started,textbox_3.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,textbox_6.started,textbox_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,space,0.43472129999997833,5.327476700000034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_31_1452,AB_pic_singleT2,2021.1.2,59.99624423510535,
AB,lag1,1,4,5,0.2,0.05,0.5,0,0,0,12,,,,,5.327476700000034,None,swordfish.jpg,christmaslights.jpg,chimney.jpg,ostrich.jpg,church.jpg,drumset.jpg,dandelion.jpg,kiwi03.jpg,cactus.jpg,pingpongtable.jpg,parrot01.jpg,musicsheet.jpg,shower.jpg,ant.jpg,foldingchair.jpg,zebra.jpg,cloud.jpg,5.806792599999994,8.556657100000052,8.289636200000018,None,0,0,7,8.80661329999998,None,8.80661329999998,None,.\resources\church.jpg,10.806169700000055,None,1,10.806169700000055,None,right,0.4120666999999685,10.806169700000055,None,11.256120600000031,None,1,right,0.4660639999999603,11.256120600000031,None,11.256120600000031,None,11.7561058,None,None,12.75603908000004,None,12.75603908000004,None,,001,2021_Mar_31_1452,AB_pic_singleT2,2021.1.2,59.99624423510535,
,,,,,,,,,,,,,,,,,,knee.jpg,cannon.jpg,platypus.jpg,crosscountryski.jpg,waterfall.jpg,spiderweb.jpg,cow.jpg,tie02.jpg,rooster.jpg,handcuffs.jpg,greywolf.jpg,pirateflag.jpg,kangaroo.jpg,jellyfish.jpg,wallclock.jpg,uprightpiano01.jpg,butterfly.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
