trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,lastPresent,polygon.started,polygon.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,opt1_t1,opt2_t1,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,cannon.jpg,recyclingbin.jpg,pingpongtable.jpg,mummy.jpg,bacon.jpg,athleticsock.jpg,scooter.jpg,saltshaker03a.jpg,bed.jpg,noparkingsign.jpg,rubikcube.jpg,rose.jpg,locker.jpg,helicopter.jpg,coffeemaker.jpg,football.jpg,skateboard.jpg,9,5.2964243000606075,None,5.2964243000606075,None,5.2964243000606075,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\football.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\mummy.jpg,,,,,,,
