trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,opt1_t1,polygon_4.started,polygon_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,redfox.jpg,wallclock.jpg,ducttape.jpg,toucan.jpg,giraffe.jpg,toolbox02.jpg,basketball01.jpg,hotdogweiner.jpg,steeringwheel.jpg,bat.jpg,grizzly.jpg,wheelchair.jpg,elbow.jpg,turnstile.jpg,fortunecookie.jpg,footballhelmet.jpg,nunchuk.jpg,5.180919299999914,7.94455409999955,5.180919299999914,7.94455409999955,7.594558199999483,None,0,0,7,8.061213099999804,None,8.061213099999804,None,False,.\resources\ducttape.jpg,8.860921100000269,None,,,,,,,
