trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,lastPresent,polygon.started,polygon.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,opt1_t1,opt2_t1,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,leafrake.jpg,alligator.jpg,fortunecookie.jpg,lightswitch01.jpg,frisbee.jpg,toyanimal05.jpg,saltshaker03a.jpg,chimney.jpg,leafblower01.jpg,smokingpipe.jpg,bridge.jpg,jellyfish.jpg,exitsign.jpg,scooter.jpg,nose.jpg,guitarcase.jpg,cymbal.jpg,12,5.742782899993472,None,5.742782899993472,None,5.742782899993472,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\fortunecookie.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\guitarcase.jpg,,,,,,,
