trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,popcorn.jpg,pirateflag.jpg,peacock.jpg,key07.jpg,squirrel.jpg,pokerchips.jpg,lightswitch01.jpg,christmaslights.jpg,birdnest.jpg,skateboard.jpg,licenseplate.jpg,cocktailshrimp02.jpg,fortunecookie.jpg,donut.jpg,crosscountryski.jpg,granolabar01.jpg,ladybug03.jpg,,,,,,,
