trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,gap,T2_loc,primePos,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,polygon.started,polygon.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,opt1_t2,opt2_t2,option1_t1.started,option1_t1.stopped,option2_t1.started,option2_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,option1_t2.started,option1_t2.stopped,option2_t2.started,option2_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,jeep.jpg,donut.jpg,sausage.jpg,pingpongtable.jpg,horseshoe.jpg,steeringwheel.jpg,arrow02.jpg,lion.jpg,electricguitar01.jpg,fishskeleton.jpg,hammerheadshark.jpg,callbell.jpg,ironingboard01.jpg,dartboard.jpg,snowboard.jpg,elbow.jpg,jellybean.jpg,5.284439699957147,None,5.284439699957147,None,5.284439699957147,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\jellybean.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\callbell.jpg,10.468272299971431,None,10.468272299971431,None,right,1.237228500074707,10.468272299971431,None,11.751480799983256,None,11.751480799983256,None,left,2.361801299965009,11.751480799983256,None,,,,,,,
