trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,phase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,option1_t2.started,option1_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,option1_2.started,option1_2.stopped,option2_2.started,option2_2.stopped,text_5.started,text_5.stopped,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,displayPicture_3.started,displayPicture_3.stopped,polygon_13.started,polygon_13.stopped,polygon_7.started,polygon_7.stopped,option1_t1_2.started,option1_t1_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon_6.started,polygon_6.stopped,option1_t2_2.started,option1_t2_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,t14,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,10.663655199998175,None,space,6.520559800002957,10.663655199998175,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1235,AB_pic,2020.2.10,60.00625265373058,
AB,lag6,6,5,11,0.2,0.05,0.5,,0,0,0,0,,,,,,,,,,,ceilingfan01.jpg,pigeon.jpg,tortoise01.jpg,lip.jpg,fishskeleton.jpg,crosscountryski.jpg,chefshat.jpg,leafrake.jpg,holdfast.jpg,toyanimal05.jpg,bow.jpg,chimney.jpg,dandelion.jpg,footballhelmet.jpg,cloud.jpg,tie02.jpg,pokerchips.jpg,17.243374500001664,19.993396299993037,17.243374500001664,19.993396299993037,19.743403300002683,None,1,0,13,20.226725899992744,None,20.226725899992744,None,.\resources\bow.jpg,23.743030799989356,None,1,23.743030799989356,None,left,1.481233800004702,23.743030799989356,None,25.259591099995305,None,0,25.259591099995305,None,left,0.5486643999902299,25.259591099995305,None,25.84287839999888,None,26.842903969991312,None,None,26.842903969991312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1235,AB_pic,2020.2.10,60.00625265373058,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.842913400003454,None,space,0.85144020000007,26.842913400003454,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1235,AB_pic,2020.2.10,60.00625265373058,
AB,lag6,6,5,11,0.2,0.05,0.5,ramp,,,,,0,0,0,0,,,,,,,cloud.jpg,microwave.jpg,kangaroo.jpg,tie02.jpg,leafrake.jpg,jeans01.jpg,sword01.jpg,bow.jpg,pigeon.jpg,chefshat.jpg,recyclingbin.jpg,dandelion.jpg,ceilingfan01.jpg,footballhelmet.jpg,magneticcompass.jpg,church.jpg,table01.jpg,,,,,,,0,0,13,,,,,.\resources\recyclingbin.jpg,,,1,,,,,,,,,1,,,,,,,,,35.4590260699988,None,None,35.4590260699988,None,,,,,,,27.776169499993557,30.526466399998753,27.776169499993557,30.526466399998753,30.259723099996336,None,0.2657760000001872,0.5157747999910498,0.7652777999901446,1.0156971999967936,1.2652913999918383,1.5153738999943016,1.7652537999965716,2.015213799997582,2.2651608000014676,2.5152066000009654,2.7651829999958863,3.015191300000879,3.265089699998498,3.5151224000001093,30.75983899999119,None,30.75983899999119,None,34.27578559999529,None,34.27578559999529,None,right,0.9726531000051182,34.27578559999529,None,35.29243339999812,None,35.29243339999812,None,right,0.13978029999998398,35.29243339999812,None,,,001,2021_Mar_17_1235,AB_pic,2020.2.10,60.00625265373058,
AB,lag4,4,4,8,0.193334,0.05,0.48,ramp,,,,,0,1,1,1,,,,,,,tortoise01.jpg,mouse.jpg,dandelion.jpg,bluecheese.jpg,holdfast.jpg,chimney.jpg,lip.jpg,chefshat.jpg,church.jpg,cloud.jpg,toyanimal05.jpg,tie02.jpg,table01.jpg,kangaroo.jpg,cigar.jpg,footballhelmet.jpg,leafrake.jpg,,,,,,,1,0,10,,,,,.\resources\chefshat.jpg,,,1,,,,,,,,,1,,,,,,,,,41.99190696998994,None,None,41.99190696998994,None,,,,,,,35.47568859999592,38.22558579999895,35.47568859999592,38.22558579999895,37.958885300002294,None,0.24782370000320952,0.4978138000005856,0.7311019999906421,0.9811287999909837,1.2311406999942847,1.4644150999956764,1.7144263999944087,1.9476858999987599,2.1977102999953786,2.4477137999929255,2.680978399992455,,,,38.45889249999891,None,38.45889249999891,None,41.158705399997416,None,41.158705399997416,None,left,0.6335531999939121,41.158705399997416,None,41.82529589999467,None,41.82529589999467,None,right,0.15093139999953564,41.82529589999467,None,,,001,2021_Mar_17_1235,AB_pic,2020.2.10,60.00625265373058,
AB,lag7,7,4,11,0.186668,0.05,0.45999999999999996,ramp,,,,,0,2,2,2,,,,,,,pokerchips.jpg,tie02.jpg,ceilingfan01.jpg,windshieldwiper02.jpg,lip.jpg,kangaroo.jpg,cigar.jpg,crosscountryski.jpg,dandelion.jpg,chefshat.jpg,microwave.jpg,mouse.jpg,pigeon.jpg,bluecheese.jpg,fishskeleton.jpg,tortoise01.jpg,magneticcompass.jpg,,,,,,,1,0,13,,,,,.\resources\microwave.jpg,,,1,,,,,,,,,1,,,,,,,,,48.941480169996794,None,None,48.941480169996794,None,,,,,,,42.008621599990875,44.75841949999449,42.008621599990875,44.75841949999449,44.49173290000181,None,0.24715319999086205,0.48048429998743813,0.7142287999886321,0.9471248999907402,1.1971250999922631,1.430418699994334,1.6637439999904018,1.8970763999968767,2.1304051999904914,2.3803926999971736,2.613697199994931,2.847038399995654,3.0803191999875708,3.3136682999902405,44.99174509999284,None,44.99174509999284,None,48.32499719999032,None,48.32499719999032,None,left,0.45127279999724124,48.32499719999032,None,48.824779499991564,None,48.824779499991564,None,right,0.08758590000797994,48.824779499991564,None,,,001,2021_Mar_17_1235,AB_pic,2020.2.10,60.00625265373058,
AB,lag5,5,5,10,0.180002,0.05,0.43999999999999995,ramp,,,,,0,3,3,3,,,,,,,microwave.jpg,tie02.jpg,cigar.jpg,vulture.jpg,table01.jpg,lip.jpg,church.jpg,dandelion.jpg,chimney.jpg,pigeon.jpg,kangaroo.jpg,bow.jpg,crosscountryski.jpg,pokerchips.jpg,fishskeleton.jpg,leafrake.jpg,chefshat.jpg,,,,,,,1,0,12,,,,,.\resources\pigeon.jpg,,,1,,,,,,,,,1,,,,,,,,,55.69097067000257,None,None,55.69097067000257,None,,,,,,,48.95815720000246,51.708406699995976,48.95815720000246,51.708406699995976,51.44173700000101,None,0.23166700000001583,0.4649955999921076,0.6983514000021387,0.9316213999991305,1.1650504999997793,1.3816071000037482,1.6150344999914523,1.8482282000040868,2.0815480000019306,2.3148803999938536,2.531529899992165,2.7648472000000766,2.998116699993261,,51.94126929999038,None,51.94126929999038,None,54.95774669999082,None,54.95774669999082,None,left,0.5785348999925191,54.95774669999082,None,55.57438089999778,None,55.57438089999778,None,right,0.09781780000776052,55.57438089999778,None,,,001,2021_Mar_17_1235,AB_pic,2020.2.10,60.00625265373058,
AB,lag2,2,3,5,0.173336,0.05,0.41999999999999993,ramp,,,,,0,4,4,4,,,,,,,jeans01.jpg,toyanimal05.jpg,mouse.jpg,leafrake.jpg,tortoise01.jpg,pigeon.jpg,microwave.jpg,recyclingbin.jpg,ceilingfan01.jpg,lip.jpg,chefshat.jpg,bluecheese.jpg,pokerchips.jpg,cigar.jpg,footballhelmet.jpg,dandelion.jpg,chimney.jpg,,,,,,,1,0,7,,,,,.\resources\tortoise01.jpg,,,1,,,,,,,,,1,,,,,,,,,61.72396747000312,None,None,61.72396747000312,None,,,,,,,55.70767530000012,58.45794069999829,55.70767530000012,58.45794069999829,58.191284499989706,None,0.23081850000016857,0.44745539998984896,0.6807530999940354,0.8974190999870189,1.1307514999934938,1.3473818999918876,1.5640251000004355,1.7973521999956574,,,,,,,58.6908570999949,None,58.6908570999949,None,60.50738879998971,None,60.50738879998971,None,left,1.0208302000100957,60.50738879998971,None,61.57399550000264,None,61.57399550000264,None,right,0.12226589999045245,61.57399550000264,None,,,001,2021_Mar_17_1235,AB_pic,2020.2.10,60.00625265373058,
AB,lag3,3,5,8,0.16666999999999998,0.05,0.3999999999999999,ramp,,,,,0,5,5,5,,,,,,,church.jpg,bluecheese.jpg,jeans01.jpg,vulture.jpg,cigar.jpg,leafrake.jpg,chimney.jpg,pigeon.jpg,toyanimal05.jpg,bow.jpg,kangaroo.jpg,magneticcompass.jpg,chefshat.jpg,microwave.jpg,dandelion.jpg,ceilingfan01.jpg,crosscountryski.jpg,,,,,,,0,1,10,,,,,.\resources\pigeon.jpg,,,1,,,,,,,,,1,,,,,,,,,68.7735050699921,None,None,68.7735050699921,None,,,,,,,61.74063839999144,64.49087490000238,61.74063839999144,64.49087490000238,64.22419280000031,None,0.23031479999190196,0.446938199995202,0.6636030999943614,0.8802483999897959,1.096893399997498,1.3135542999953032,1.53024199999345,1.746905499996501,1.96354519999295,2.1801829999894835,2.396834499988472,,,,64.72375979999197,None,64.72375979999197,None,67.1402681999898,None,67.1402681999898,None,right,1.4359840999968583,67.1402681999898,None,68.62347249999584,None,68.62347249999584,None,left,0.12878970000019763,68.62347249999584,None,,,001,2021_Mar_17_1235,AB_pic,2020.2.10,60.00625265373058,
AB,lag1,1,4,5,0.16000399999999998,0.05,0.3799999999999999,ramp,,,,,0,6,6,6,,,,,,,microwave.jpg,sword01.jpg,magneticcompass.jpg,pigeon.jpg,tortoise01.jpg,fishskeleton.jpg,table01.jpg,jeans01.jpg,bow.jpg,recyclingbin.jpg,leafrake.jpg,bluecheese.jpg,vulture.jpg,lip.jpg,windshieldwiper02.jpg,ceilingfan01.jpg,tie02.jpg,,,,,,,1,0,7,,,,,.\resources\tortoise01.jpg,,,1,,,,,,,,,1,,,,,,,,,75.27310166999087,None,None,75.27310166999087,None,,,,,,,68.79015659999277,71.5404039999994,68.79015659999277,71.5404039999994,71.27378049999243,None,0.21446069999365136,0.4311068999959389,0.6311125999927754,0.8477501000015764,1.0643945999909192,1.264393099991139,1.48106540000299,1.6810132999962661,,,,,,,71.77329640000244,None,71.77329640000244,None,73.47335289999319,None,73.47335289999319,None,left,1.6468867000075988,73.47335289999319,None,75.15644009999232,None,75.15644009999232,None,right,0.09976589999860153,75.15644009999232,None,,,001,2021_Mar_17_1235,AB_pic,2020.2.10,60.00625265373058,
