trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,gap,T2_loc,primePos,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,polygon.started,polygon.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,hulahoop.jpg,mouse.jpg,brownsugar.jpg,waterfall.jpg,polarbear.jpg,tire.jpg,helicopter.jpg,frenchfries.jpg,statue.jpg,wheelchair.jpg,toucan.jpg,tree.jpg,trumpet.jpg,pigeon.jpg,granolabar01.jpg,platypus.jpg,ducttape.jpg,5.086503500002436,None,5.086503500002436,None,5.086503500002436,None,,,,,,,
