trialType,cndTyp,lag,T1_loc,gap,T2_loc,primePos,stimLen,isi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1,opt2,option1_t1.started,option1_t1.stopped,option2_t1.started,option2_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,option1_t2.started,option1_t2.stopped,option2_t2.started,option2_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
AB,lag5,5,4,0,9,103,0.2,0.15,0,0,0,25,5.253498100093566,None,5.253498100093566,None,5.253498100093566,None,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\pirateflag.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\sledgehammer.jpg,10.444482500082813,None,10.444482500082813,None,right,1.092083299998194,10.444482500082813,None,11.577714700018987,None,11.577714700018987,None,right,2.66302569990512,11.577714700018987,None,,001,2021_Mar_15_1202,AB_pic,2020.2.10,59.98102201374665,
