trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,option1_t2.started,option1_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
AB,lag5,5,3,8,0.06,0.03,0,0,0,1,horseshoe.jpg,dandelion.jpg,chimney.jpg,funnel.jpg,drumset.jpg,urinal.jpg,drumstick.jpg,hockeypuck.jpg,cheetah.jpg,parrot01.jpg,saxophone.jpg,squid.jpg,noparkingsign.jpg,magneticcompass.jpg,crab01.jpg,parkfountain.jpg,cupcake.jpg,5.667441699999472,8.426860300000044,5.667441699999472,8.426860300000044,8.076875699998709,None,1,0,10,8.5434910999993,None,8.5434910999993,None,False,.\resources\hockeypuck.jpg,9.543632499999148,None,True,9.543632499999148,None,left,0.9274769999992714,9.543632499999148,None,10.509879699999146,None,False,10.509879699999146,None,right,0.33720220000031986,10.509879699999146,None,10.893222299999252,None,11.893193239998618,None,None,11.893193239998618,None,,001,2021_Mar_16_1125,AB_pic,2020.2.10,59.97652518777485,
AB,lag2,2,3,5,0.06,0.03,0,1,1,154,chimney.jpg,makiroll.jpg,jeans01.jpg,calendar.jpg,bluejay.jpg,sheep.jpg,ladder.jpg,drumstick.jpg,masquerademask01.jpg,rooster.jpg,urinal.jpg,squid.jpg,dandelion.jpg,funnel.jpg,horseshoe.jpg,parrot01.jpg,jeep.jpg,11.90986359999988,14.660225300000093,11.90986359999988,14.660225300000093,14.393448400000125,None,0,0,7,14.89309890000004,None,14.89309890000004,None,False,.\resources\bluejay.jpg,15.626844499998697,None,True,15.626844499998697,None,right,1.2201055000004999,15.626844499998697,None,16.892947499998627,None,True,16.892947499998627,None,left,0.7460181999995257,16.892947499998627,None,17.65956019999976,None,18.65948703999984,None,None,18.65948703999984,None,,001,2021_Mar_16_1125,AB_pic,2020.2.10,59.97652518777485,
AB,lag6,6,5,11,0.06,0.03,0,2,2,82,saxophone.jpg,hockeypuck.jpg,sheep.jpg,doghouse.jpg,magneticcompass.jpg,drumstick.jpg,lawnmower.jpg,bridge.jpg,horseshoe.jpg,slug.jpg,dromedary.jpg,drumset.jpg,bluejay.jpg,parkfountain.jpg,dartboard.jpg,cheetah.jpg,urinal.jpg,18.676157099998818,21.425980099998924,18.676157099998818,21.425980099998924,21.1593498000002,None,0,0,13,21.675959899999725,None,21.675959899999725,None,False,.\resources\dromedary.jpg,22.92587370000001,None,True,22.92587370000001,None,right,0.4811204000016005,22.92587370000001,None,23.44250639999882,None,True,23.44250639999882,None,right,0.5964163000007829,23.44250639999882,None,24.075806199998624,None,25.075739139999676,None,None,25.075739139999676,None,,001,2021_Mar_16_1125,AB_pic,2020.2.10,59.97652518777485,
AB,lag3,3,4,7,0.06,0.03,0,3,3,146,ladder.jpg,scooter.jpg,floorlamp.jpg,sheep.jpg,chimney.jpg,harmonica.jpg,crab01.jpg,magneticcompass.jpg,bridge.jpg,bluejay.jpg,funnel.jpg,ant.jpg,cupcake.jpg,saxophone.jpg,jeans01.jpg,drumstick.jpg,dromedary.jpg,25.0924146999987,27.842207699999562,25.0924146999987,27.842207699999562,27.57556569999906,None,0,0,9,28.075531899999987,None,28.075531899999987,None,False,.\resources\crab01.jpg,28.99214419999953,None,True,28.99214419999953,None,right,0.6628359999995155,28.99214419999953,None,29.692106099999364,None,True,29.692106099999364,None,right,0.43530359999931534,29.692106099999364,None,30.158806999999797,None,31.158660239999698,None,None,31.158660239999698,None,,001,2021_Mar_16_1125,AB_pic,2020.2.10,59.97652518777485,
AB,lag4,4,3,7,0.06,0.03,0,4,4,112,dromedary.jpg,calendar.jpg,funnel.jpg,crab01.jpg,urinal.jpg,slug.jpg,golfball.jpg,ant.jpg,bluejay.jpg,chimney.jpg,cupcake.jpg,scooter.jpg,jeans01.jpg,bridge.jpg,harmonica.jpg,sheep.jpg,magneticcompass.jpg,31.175355399998807,33.9251465999987,31.175355399998807,33.9251465999987,33.65892290000011,None,0,0,9,34.158460299999206,None,34.158460299999206,None,False,.\resources\golfball.jpg,35.07506739999917,None,False,35.07506739999917,None,left,1.2599234999997861,35.07506739999917,None,36.375023699998565,None,False,36.375023699998565,None,right,0.32003249999979744,36.375023699998565,None,36.74162739999883,None,37.741581039999254,None,None,37.741581039999254,None,,001,2021_Mar_16_1125,AB_pic,2020.2.10,59.97652518777485,
AB,lag2,2,3,5,0.06,0.03,0,5,5,91,drumset.jpg,ant.jpg,masquerademask01.jpg,jeep.jpg,cupcake.jpg,bluejay.jpg,chimney.jpg,saxophone.jpg,bridge.jpg,ladder.jpg,dartboard.jpg,crab01.jpg,tarantula.jpg,horseshoe.jpg,harmonica.jpg,dandelion.jpg,boat.jpg,37.75822779999908,40.508047699999224,37.75822779999908,40.508047699999224,40.24138739999944,None,0,0,7,40.741361499998675,None,40.741361499998675,None,False,.\resources\cupcake.jpg,41.474649199999476,None,True,41.474649199999476,None,right,0.6045094000000972,41.474649199999476,None,42.124619499998516,None,True,42.124619499998516,None,left,0.4663371999995434,42.124619499998516,None,42.62456719999864,None,43.62449903999859,None,None,43.62449903999859,None,,001,2021_Mar_16_1125,AB_pic,2020.2.10,59.97652518777485,
AB,lag7,7,3,10,0.06,0.03,0,6,6,104,parrot01.jpg,squid.jpg,jeans01.jpg,noparkingsign.jpg,ladder.jpg,scooter.jpg,horseshoe.jpg,golfball.jpg,cupcake.jpg,chefshat.jpg,lawnmower.jpg,doghouse.jpg,urinal.jpg,makiroll.jpg,sheep.jpg,cheetah.jpg,slug.jpg,43.64116939999985,46.3909754999986,43.64116939999985,46.3909754999986,46.12435249999908,None,0,0,12,46.64096979999886,None,46.64096979999886,None,False,.\resources\chefshat.jpg,47.80755829999907,None,True,47.80755829999907,None,right,0.6233685999995942,47.80755829999907,None,48.47419319999972,None,True,48.47419319999972,None,right,0.27675940000153787,48.47419319999972,None,48.77419849999933,None,49.77409003999983,None,None,49.77409003999983,None,,001,2021_Mar_16_1125,AB_pic,2020.2.10,59.97652518777485,
,,,,,,,,,,,parkfountain.jpg,doghouse.jpg,rooster.jpg,slug.jpg,squid.jpg,drumset.jpg,scooter.jpg,noparkingsign.jpg,parrot01.jpg,urinal.jpg,dromedary.jpg,chefshat.jpg,dandelion.jpg,ant.jpg,horseshoe.jpg,bridge.jpg,boat.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
