trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,phase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,text_6.started,text_6.stopped,cor2,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,option1_3.started,option1_3.stopped,text_7.started,text_7.stopped,curStimTim,displayPicture_4.started,displayPicture_4.stopped,polygon_16.started,polygon_16.stopped,polygon_7.started,polygon_7.stopped,option1_t1_2.started,option1_t1_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon_17.started,polygon_17.stopped,text_8.started,text_8.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,B0,B1,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,13.282319199992344,None,space,5.939928199979477,13.282319199992344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_29_1015,AB_pic_singleT2,2020.2.10,59.95182273226882,
AB,lag6,6,5,11,0.2,0.05,0.5,,0,0,0,0,,,,,,,,,,,cigar.jpg,pirateflag.jpg,trophy01.jpg,peacock.jpg,crab01.jpg,greathornowl.jpg,tent.jpg,fireplace.jpg,locker.jpg,ducttape.jpg,anchor.jpg,ironingboard01.jpg,rollerblade.jpg,toucan.jpg,helicopter.jpg,toolbox02.jpg,hockeystick.jpg,19.333346400002483,22.089112899964675,21.789224999956787,None,1,0,13,22.270482399966568,None,22.270482399966568,None,.\resources\anchor.jpg,25.807929800008424,None,1,25.807929800008424,None,left,2.9028095999965444,25.807929800008424,None,28.741009199991822,None,28.741009199991822,None,0,left,15.107493000046816,28.741009199991822,None,43.89755100000184,None,44.882313720003005,None,None,44.882313720003005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_29_1015,AB_pic_singleT2,2020.2.10,59.95182273226882,
AB,lag7,7,4,11,0.2,0.05,0.5,,0,1,1,2,,,,,,,,,,,microphone01.jpg,christmastree.jpg,dalmatian.jpg,slug.jpg,ostrich.jpg,jellyfish.jpg,dormer.jpg,tennisracket.jpg,bowlingball.jpg,cork02.jpg,ducttape.jpg,squid.jpg,chainsaw.jpg,cat.jpg,handcuffs.jpg,beaver.jpg,horseshoe.jpg,44.890486099990085,47.64832400000887,47.38194319995819,None,0,1,13,47.888360399985686,None,47.888360399985686,None,.\resources\ducttape.jpg,51.38659079995705,None,1,51.38659079995705,None,right,9.71064559998922,51.38659079995705,None,61.127915199962445,None,61.127915199962445,None,1,left,1.9690315999905579,61.127915199962445,None,63.131432999973185,None,64.14375752000487,None,None,64.14375752000487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_29_1015,AB_pic_singleT2,2020.2.10,59.95182273226882,
AB,lag2,2,5,7,0.2,0.05,0.5,,0,2,2,9,,,,,,,,,,,hulahoop.jpg,jellybean.jpg,waterfountain02.jpg,christmaslights.jpg,key07.jpg,discoball.jpg,cupcake.jpg,giraffe.jpg,smokingpipe.jpg,hammerheadshark.jpg,skunk.jpg,escalator.jpg,cruiseship.jpg,cobra.jpg,ant.jpg,peacock.jpg,daddylonglegs.jpg,64.15215519996127,66.90949759999057,66.64311669999734,None,0,0,9,67.14833029999863,None,67.14833029999863,None,.\resources\cupcake.jpg,69.65522089996375,None,1,69.65522089996375,None,right,25.7284260999877,69.65522089996375,None,95.40178650000598,None,95.40178650000598,None,0,left,8.7615661000018,95.40178650000598,None,104.18653349997476,None,105.19825701997033,None,None,105.19825701997033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_29_1015,AB_pic_singleT2,2020.2.10,59.95182273226882,
AB,lag1,1,4,5,0.2,0.05,0.5,,0,3,3,12,,,,,,,,,,,sledgehammer.jpg,cheetah.jpg,cashregister01.jpg,treadmill.jpg,boxingglove01.jpg,stubbywrench01a.jpg,bowlingball.jpg,boat.jpg,chefshat.jpg,fishingrod.jpg,christmaslights.jpg,parkfountain.jpg,duck01.jpg,rollerblade.jpg,grizzly.jpg,ipad02.jpg,urinal.jpg,105.20886269997573,107.96410219999962,107.69757329998538,None,0,1,7,108.20194349996746,None,108.20194349996746,None,.\resources\boxingglove01.jpg,110.20760610001162,None,1,110.20760610001162,None,right,1.3861546000116505,110.20760610001162,None,111.61339029995725,None,111.61339029995725,None,1,left,2.4664342000032775,111.61339029995725,None,114.10119049996138,None,115.1122955199622,None,None,115.1122955199622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_29_1015,AB_pic_singleT2,2020.2.10,59.95182273226882,
AB,lag4,4,3,7,0.2,0.05,0.5,,0,4,4,1,,,,,,,,,,,callbell.jpg,table01.jpg,punchingbag.jpg,arrow02.jpg,ironingboard01.jpg,jackrabbit.jpg,tarantula.jpg,parkfountain.jpg,toyanimal05.jpg,calendar.jpg,cruiseship.jpg,greatwhiteshark.jpg,cannon.jpg,bumpercar.jpg,eiffeltower.jpg,bluejay.jpg,dartboard.jpg,115.1244100999902,117.87780299998121,117.61139179999009,None,1,0,9,118.11657879996346,None,118.11657879996346,None,.\resources\tarantula.jpg,120.6257595999632,None,0,120.6257595999632,None,right,2.2654892000136897,120.6257595999632,None,122.91165829997044,None,122.91165829997044,None,0,left,1.5511710999999195,122.91165829997044,None,124.53575879998971,None,125.50907391996006,None,None,125.50907391996006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_29_1015,AB_pic_singleT2,2020.2.10,59.95182273226882,
AB,lag2,2,3,5,0.2,0.05,0.5,,0,5,5,4,,,,,,,,,,,shower.jpg,toolbox02.jpg,greatwhiteshark.jpg,bumpercar.jpg,platypus.jpg,baseballbat.jpg,kangaroo.jpg,giraffe.jpg,penguin.jpg,lion.jpg,acorn.jpg,sink.jpg,zebra.jpg,paperairplane.jpg,swing.jpg,harmonica.jpg,waterfall.jpg,125.51057549996767,128.27500669995788,128.00837900000624,None,0,1,7,128.51402949995827,None,128.51402949995827,None,.\resources\platypus.jpg,130.51318670000182,None,1,130.51318670000182,None,right,7.502137700037565,130.51318670000182,None,138.03932659997372,None,138.03932659997372,None,1,left,2.1551570000010543,138.03932659997372,None,140.22536519996356,None,141.2380753199628,None,None,141.2380753199628,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_29_1015,AB_pic_singleT2,2020.2.10,59.95182273226882,
AB,lag5,5,4,9,0.2,0.05,0.5,,0,6,6,11,,,,,,,,,,,mummy.jpg,surfboard.jpg,saltshaker03a.jpg,bathtub.jpg,calendar.jpg,well.jpg,beaver.jpg,footballhelmet.jpg,barrel01.jpg,pooltable.jpg,elbow.jpg,beerbottle.jpg,bowlingpin.jpg,rubikcube.jpg,bat.jpg,golfball.jpg,schoolbus.jpg,141.24560159997782,144.0036813999759,143.73709899996174,None,0,1,11,144.2437104000128,None,144.2437104000128,None,.\resources\barrel01.jpg,147.24079239997081,None,1,147.24079239997081,None,right,1.4824254999984987,147.24079239997081,None,148.75568830000702,None,148.75568830000702,None,1,left,5.589819799992256,148.75568830000702,None,154.36751099996036,None,155.366975919978,None,None,155.366975919978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_29_1015,AB_pic_singleT2,2020.2.10,59.95182273226882,
AB,lag6,6,5,11,0.2,0.05,0.5,,0,7,7,8,,,,,,,,,,,parkfountain.jpg,licenseplate.jpg,saxophone.jpg,candycane01a.jpg,squid.jpg,zipper.jpg,football.jpg,moose.jpg,lawnmower.jpg,spear02.jpg,ducttape.jpg,beaver.jpg,tie02.jpg,butterfly.jpg,helicopter.jpg,uprightpiano01.jpg,bluejay.jpg,155.37076779996278,158.1328944999841,157.86650850001024,None,1,1,13,158.36631179996766,None,158.36631179996766,None,.\resources\ducttape.jpg,161.87768279999727,None,1,161.87768279999727,None,left,1.998555199999828,161.87768279999727,None,163.90128649998223,None,163.90128649998223,None,1,left,1.649583899998106,163.90128649998223,None,165.580764000013,None,166.58037291996297,None,None,166.58037291996297,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_29_1015,AB_pic_singleT2,2020.2.10,59.95182273226882,
AB,lag5,5,4,9,0.2,0.05,0.5,,0,8,8,6,,,,,,,,,,,bullet.jpg,lightswitch01.jpg,crown.jpg,jellybean.jpg,snowman.jpg,ladder.jpg,tie02.jpg,football.jpg,cupcake.jpg,foot.jpg,stubbywrench01a.jpg,handcuffs.jpg,firehydrant.jpg,beaver.jpg,tree.jpg,ostrich.jpg,swordfish.jpg,166.5834104999667,169.3463356999564,169.08005270001013,None,0,1,11,169.58364859997528,None,169.58364859997528,None,.\resources\cupcake.jpg,172.5822042999789,None,1,172.5822042999789,None,right,1.2738578999997117,172.5822042999789,None,173.87865119997878,None,173.87865119997878,None,1,left,1.3488658999558538,173.87865119997878,None,175.2446021999931,None,176.24427911999518,None,None,176.24427911999518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_29_1015,AB_pic_singleT2,2020.2.10,59.95182273226882,
