trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,option1_t2.started,option1_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,5.584801399993012,None,space,0.9370367999945302,5.584801399993012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1018,AB_pic,2020.2.10,59.98008660799606,
AB,lag4,4,4,8,0.5,0.05,0.5,0,0,0,26,,,,,,,totempole.jpg,telescope.jpg,alligator.jpg,schoolbus.jpg,waterfountain02.jpg,witchhat.jpg,motorcycle.jpg,dragonfly01.jpg,cat.jpg,porcupine.jpg,nunchuk.jpg,fortunecookie.jpg,ladder.jpg,bowtie.jpg,cocktailshrimp02.jpg,raccoon.jpg,hammerheadshark.jpg,6.601184999992256,9.351041899994016,6.601184999992256,9.351041899994016,9.084452600000077,None,1,1,10,9.584361499990337,None,9.584361499990337,None,.\resources\dragonfly01.jpg,15.633510599989677,None,1,15.633510599989677,None,left,1.2323397000000114,15.633510599989677,None,16.90006679999351,None,1,16.90006679999351,None,left,0.30977200000779703,16.90006679999351,None,17.250030799987144,None,18.249959519990078,None,None,18.249959519990078,None,,001,2021_Mar_17_1018,AB_pic,2020.2.10,59.98008660799606,
AB,lag1,1,3,4,0.5,0.05,0.5,0,1,1,17,,,,,,,dragonfly01.jpg,stubbywrench01a.jpg,waterfountain02.jpg,cat.jpg,tie02.jpg,telescope.jpg,cocktailshrimp02.jpg,ostrich.jpg,airhockeytable.jpg,motorcycle.jpg,raccoon.jpg,wheelbarrow01.jpg,cigar.jpg,bowtie.jpg,athleticsock.jpg,eye.jpg,alligator.jpg,18.26663089999056,21.01645009999629,18.26663089999056,21.01645009999629,20.733141199991223,None,0,0,6,21.23310679999122,None,21.23310679999122,None,.\resources\cat.jpg,25.099650499993004,None,1,25.099650499993004,None,right,0.534172599989688,25.099650499993004,None,25.66619059999357,None,1,25.66619059999357,None,right,0.2557070999901043,25.66619059999357,None,25.94944709999254,None,26.949387119994206,None,None,26.949387119994206,None,,001,2021_Mar_17_1018,AB_pic,2020.2.10,59.98008660799606,
AB,lag7,7,5,12,0.5,0.05,0.5,0,2,2,21,,,,,,,nunchuk.jpg,cat.jpg,raccoon.jpg,motorcycle.jpg,athleticsock.jpg,stubbywrench01a.jpg,cigar.jpg,ostrich.jpg,porcupine.jpg,waterfountain02.jpg,totempole.jpg,mrpotatohead.jpg,airhockeytable.jpg,tie02.jpg,dragonfly01.jpg,recyclingbin.jpg,punchingbag.jpg,26.96605959998851,29.71587020000152,26.96605959998851,29.71587020000152,29.432994599992526,None,0,0,,29.93255089999002,None,29.93255089999002,None,.\resources\mrpotatohead.jpg,38.1986762000015,None,1,38.1986762000015,None,right,0.5871755999978632,38.1986762000015,None,38.81524789999821,None,1,38.81524789999821,None,right,0.2425832999870181,38.81524789999821,None,39.08189119999588,None,40.08182321999484,None,None,40.08182321999484,None,,001,2021_Mar_17_1018,AB_pic,2020.2.10,59.98008660799606,
AB,lag3,3,4,7,0.5,0.05,0.5,0,3,3,14,,,,,,,greatwhiteshark.jpg,hammerheadshark.jpg,mrpotatohead.jpg,cocktailshrimp02.jpg,telescope.jpg,punchingbag.jpg,bowtie.jpg,tie02.jpg,porcupine.jpg,cat.jpg,ostrich.jpg,nunchuk.jpg,stubbywrench01a.jpg,recyclingbin.jpg,wheelbarrow01.jpg,cigar.jpg,totempole.jpg,40.098487600000226,42.848766299997806,40.098487600000226,42.848766299997806,42.56544700000086,None,0,1,9,43.08200840000063,None,43.08200840000063,None,.\resources\bowtie.jpg,48.58130249999522,None,1,48.58130249999522,None,right,1.1005342999997083,48.58130249999522,None,49.714698099996895,None,0,49.714698099996895,None,left,0.6871660000033444,49.714698099996895,None,50.44780799999717,None,51.44774031999841,None,None,51.44774031999841,None,,001,2021_Mar_17_1018,AB_pic,2020.2.10,59.98008660799606,
,,,,,,,,,,,,,,,,,,dragonfly01.jpg,greatwhiteshark.jpg,waterfountain02.jpg,mrpotatohead.jpg,tie02.jpg,cigar.jpg,alligator.jpg,bowtie.jpg,witchhat.jpg,telescope.jpg,ladder.jpg,eye.jpg,pumpkin.jpg,recyclingbin.jpg,stubbywrench01a.jpg,cocktailshrimp02.jpg,raccoon.jpg,51.44774899999902,54.19799190000049,51.44774899999902,54.19799190000049,53.93134879998979,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
