trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,phase,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,option1_t2.started,option1_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,option1_2.started,option1_2.stopped,option2_2.started,option2_2.stopped,text_5.started,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,6.77619639999466,None,space,1.0551269999996293,6.77619639999466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1120,AB_pic,2020.2.10,59.974330986375364,
AB,lag6,6,5,11,0.2,0.05,0.5,0,0,0,0,,,,,,,,,,,,marble.jpg,bathtub.jpg,mailbox02.jpg,whiteout.jpg,cat.jpg,noparkingsign.jpg,donut.jpg,funnel.jpg,fortunecookie.jpg,greathornowl.jpg,recyclingbin.jpg,tie02.jpg,stubbywrench01a.jpg,skunk.jpg,triangle.jpg,eyepatch.jpg,lightswitch01.jpg,7.913193899992621,10.663044299988542,7.913193899992621,10.663044299988542,10.39637559998664,None,1,0,13,10.896357499994338,None,10.896357499994338,None,.\resources\recyclingbin.jpg,14.395850599990808,None,1,14.395850599990808,None,left,0.48358649999136105,14.395850599990808,None,14.912484899992705,None,0,14.912484899992705,None,left,0.15096129999437835,14.912484899992705,None,15.095668499998283,None,16.095617829999536,None,None,16.095617829999536,None,,,,,,,,,,,,,,001,2021_Mar_17_1120,AB_pic,2020.2.10,59.974330986375364,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.112253699990106,None,space,1.365345600002911,16.112253699990106,None,,,,,,,,001,2021_Mar_17_1120,AB_pic,2020.2.10,59.974330986375364,
,,,,,,,,,,,,,,,,,,,,,,,skunk.jpg,squid.jpg,cat.jpg,recyclingbin.jpg,cashregister01.jpg,triangle.jpg,lightswitch01.jpg,lily.jpg,noparkingsign.jpg,greywolf.jpg,fortunecookie.jpg,wheelbarrow01.jpg,mailbox02.jpg,funnel.jpg,greathornowl.jpg,moose.jpg,pooltable.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.545480699991458,20.29569059998903,17.545480699991458,20.29569059998903,20.029055099992547,None,,,,,,,
