trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,gap,T2_loc,primePos,stimLen,isi,polygon.started,polygon.stopped,displayPicture.started,displayPicture.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,5.387573600048199,None,5.387573600048199,None,,,,,,,
