trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,gap,T2_loc,primePos,stimLen,isi,displayPicture.started,displayPicture.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,5.152376300073229,None,,,,,,,
