training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.520230699999956,None,space,2.58809299999848,10.520230699999956,None,,001,2021_Mar_17_0955,AB_pic,2020.2.10,60.01071791374342,
