trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,textbox.started,textbox.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,text_2.started,text_2.stopped,skip1,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,space,3.1570907999994233,5.457912200014107,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_31_1427,AB_pic_singleT2,2020.2.10,59.993832635933074,
,,,,,,,,,,,,,,,,5.457912200014107,None,masquerademask01.jpg,flag.jpg,electrictoothbrush01c.jpg,floorlamp.jpg,trophy01.jpg,dandelion.jpg,coffeemaker.jpg,holdfast.jpg,toad.jpg,bumpercar.jpg,sausage.jpg,beerbottle.jpg,safe.jpg,toilet.jpg,pokerchips.jpg,discoball.jpg,skateboard.jpg,8.681287200015504,11.43119780003326,11.164586000028066,None,0,,,,,,,
