trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,phase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,option1_t2.started,option1_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,option1_2.started,option1_2.stopped,option2_2.started,option2_2.stopped,text_5.started,text_5.stopped,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,displayPicture_3.started,displayPicture_3.stopped,polygon_13.started,polygon_13.stopped,polygon_7.started,polygon_7.stopped,option1_t1_2.started,option1_t1_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon_6.started,polygon_6.stopped,option1_t2_2.started,option1_t2_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,t14,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
AB,lag6,6,5,11,0.2,0.05,0.5,,0,9,9,0,,,,,,,,,,,steeringwheel.jpg,windshieldwiper02.jpg,hulahoop.jpg,sausage.jpg,christmastree.jpg,dalmatian.jpg,hammerheadshark.jpg,flag.jpg,waterfall.jpg,skateboard.jpg,football.jpg,spear02.jpg,dandelion.jpg,toad.jpg,safe.jpg,statue.jpg,lip.jpg,186.66172590000497,189.41149650000443,186.66172590000497,189.41149650000443,189.12866020000365,None,0,1,13,189.644844800001,None,189.644844800001,None,.\resources\football.jpg,193.14460930001223,None,1,193.14460930001223,None,right,12.499435300007463,193.14460930001223,None,205.67709810000088,None,1,205.67709810000088,None,left,0.470908999996027,205.67709810000088,None,206.1770600000018,None,207.17698558000993,None,None,207.17698558000993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
AB,lag7,7,4,11,0.2,0.05,0.5,,0,10,10,2,,,,,,,,,,,sausage.jpg,statue.jpg,jellybean.jpg,ceilingfan01.jpg,hulahoop.jpg,windshieldwiper02.jpg,spear02.jpg,safe.jpg,sandcastle.jpg,tire.jpg,football.jpg,tarantula.jpg,volleyball.jpg,dandelion.jpg,hammerheadshark.jpg,pirateflag.jpg,christmastree.jpg,207.19372770001064,209.94350960000884,207.19372770001064,209.94350960000884,209.66019350000715,None,0,1,13,210.160166200003,None,210.160166200003,None,.\resources\football.jpg,213.6765960000048,None,0,213.6765960000048,None,left,0.9513127000100212,213.6765960000048,None,214.65985580001143,None,1,214.65985580001143,None,left,0.776156699997955,214.65985580001143,None,215.45977860000858,None,216.45970448000443,None,None,216.45970448000443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
AB,lag4,4,4,8,0.2,0.05,0.5,,0,11,11,13,,,,,,,,,,,tire.jpg,hammerheadshark.jpg,windshieldwiper02.jpg,tarantula.jpg,jellybean.jpg,dandelion.jpg,football.jpg,spear02.jpg,sandcastle.jpg,horseshoe.jpg,safe.jpg,pirateflag.jpg,steeringwheel.jpg,flag.jpg,sausage.jpg,statue.jpg,porcupine.jpg,216.4763823000103,219.22621680000157,216.4763823000103,219.22621680000157,218.94331909999892,None,1,0,10,219.44287120000808,None,219.44287120000808,None,.\resources\spear02.jpg,222.20947600000363,None,1,222.20947600000363,None,left,3.0504543999995803,222.20947600000363,None,225.29246920000878,None,1,225.29246920000878,None,right,0.4714513000071747,225.29246920000878,None,225.79242690000683,None,226.79240528000955,None,None,226.79240528000955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
AB,lag5,5,4,9,0.2,0.05,0.5,,0,12,12,6,,,,,,,,,,,porcupine.jpg,steeringwheel.jpg,toad.jpg,volleyball.jpg,dandelion.jpg,ceilingfan01.jpg,callbell.jpg,hammerheadshark.jpg,tarantula.jpg,spear02.jpg,hulahoop.jpg,skateboard.jpg,waterfall.jpg,lip.jpg,pirateflag.jpg,flag.jpg,dalmatian.jpg,226.80907230000594,229.55884500000684,226.80907230000594,229.55884500000684,229.2755302000005,None,1,1,11,229.77551250001125,None,229.77551250001125,None,.\resources\tarantula.jpg,232.79197150000255,None,1,232.79197150000255,None,left,0.9239814000029583,232.79197150000255,None,233.75860210000246,None,1,233.75860210000246,None,left,0.4614507000078447,233.75860210000246,None,234.24187240000174,None,235.24179698000225,None,None,235.24179698000225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
AB,lag3,3,5,8,0.2,0.05,0.5,,0,13,13,10,,,,,,,,,,,dragonfly01.jpg,callbell.jpg,steeringwheel.jpg,volleyball.jpg,porcupine.jpg,pirateflag.jpg,ceilingfan01.jpg,tire.jpg,flag.jpg,lip.jpg,waterfall.jpg,sausage.jpg,horseshoe.jpg,jellybean.jpg,hulahoop.jpg,christmastree.jpg,dalmatian.jpg,235.25849079999898,238.00830169999972,235.25849079999898,238.00830169999972,237.72496720000345,None,1,1,10,238.22496390000742,None,238.22496390000742,None,.\resources\tire.jpg,240.99144360001083,None,1,240.99144360001083,None,left,0.7965134000114631,240.99144360001083,None,241.8247185000073,None,1,241.8247185000073,None,left,0.5632174999918789,241.8247185000073,None,242.40800750000926,None,243.40796548000216,None,None,243.40796548000216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.42461000000185,None,space,13.377731000000495,243.42461000000185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
AB,lag6,6,5,11,0.2,0.05,0.5,ramp,,,,,0,0,0,0,,,,,,,dandelion.jpg,hulahoop.jpg,safe.jpg,steeringwheel.jpg,dalmatian.jpg,porcupine.jpg,waterfall.jpg,toad.jpg,volleyball.jpg,xylophone.jpg,lip.jpg,horseshoe.jpg,callbell.jpg,jellybean.jpg,windshieldwiper02.jpg,statue.jpg,football.jpg,,,,,,,0,0,13,,,,,.\resources\lip.jpg,,,0,,,,,,,,,1,,,,,,,,,266.4064080800032,None,None,266.4064080800032,None,,,,,,,256.87366450000263,259.6240017000091,256.87366450000263,259.6240017000091,259.35720320000837,None,0.2655001000093762,0.5155075000075158,0.7654917000036221,1.015468099998543,1.2654711000068346,1.515424700002768,1.7654060000058962,2.01538920000894,2.265436600006069,2.5153809000039473,2.765357700001914,3.015347100008512,3.2653410000057193,3.5153384000004735,259.8572836000094,None,259.8572836000094,None,263.37331510000513,None,263.37331510000513,None,left,0.7906602000002749,263.37331510000513,None,264.2066964000114,None,264.2066964000114,None,right,2.181226200002129,264.2066964000114,None,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
AB,lag4,4,4,8,0.193334,0.046666700000000005,0.48,ramp,,,,,0,1,1,1,,,,,,,safe.jpg,callbell.jpg,football.jpg,hulahoop.jpg,sandcastle.jpg,steeringwheel.jpg,hammerheadshark.jpg,volleyball.jpg,jellybean.jpg,windshieldwiper02.jpg,horseshoe.jpg,christmastree.jpg,ceilingfan01.jpg,pirateflag.jpg,lip.jpg,bluecheese.jpg,sausage.jpg,,,,,,,1,1,10,,,,,.\resources\volleyball.jpg,,,1,,,,,,,,,1,,,,,,,,,273.75592838000887,None,None,273.75592838000887,None,,,,,,,266.4230823000107,269.173328600009,266.4230823000107,269.173328600009,268.90625290000753,None,0.24790269999357406,0.4817274999950314,0.7312531000061426,0.9645059000031324,1.214545900002122,1.4478480999969179,1.6811601999943377,1.9311285000003409,2.164458500003093,2.414435800004867,2.647749700001441,,,,269.406221199999,None,269.406221199999,None,272.072702400008,None,272.072702400008,None,left,1.163198000009288,272.072702400008,None,273.2726476000098,None,273.2726476000098,None,left,0.4512335999897914,273.2726476000098,None,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
AB,lag7,7,4,11,0.186668,0.04333340000000001,0.45999999999999996,ramp,,,,,0,2,2,2,,,,,,,dragonfly01.jpg,pirateflag.jpg,porcupine.jpg,xylophone.jpg,volleyball.jpg,hammerheadshark.jpg,sandcastle.jpg,waterfall.jpg,safe.jpg,football.jpg,dalmatian.jpg,callbell.jpg,skateboard.jpg,ceilingfan01.jpg,christmastree.jpg,dandelion.jpg,tarantula.jpg,,,,,,,1,0,13,,,,,.\resources\dalmatian.jpg,,,1,,,,,,,,,1,,,,,,,,,282.7719807800037,None,None,282.7719807800037,None,,,,,,,273.7726287000114,276.5228070000012,273.7726287000114,276.5228070000012,276.25617480000074,None,0.23158500000135973,0.4644698999909451,0.6977577999932691,0.9311503999924753,1.1644171999942046,1.3810758999898098,1.6143765000015264,1.8477271999872755,2.081021399993915,2.3143657999899006,2.5309699999925215,2.7643752000003587,2.9976843999902485,3.230959599997732,276.7557225000055,None,276.7557225000055,None,280.00551709999854,None,280.00551709999854,None,left,2.246354599992628,280.00551709999854,None,282.2887020000053,None,282.2887020000053,None,right,0.4671941999986302,282.2887020000053,None,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
AB,lag5,5,5,10,0.180002,0.04000010000000001,0.43999999999999995,ramp,,,,,0,3,3,3,,,,,,,flag.jpg,horseshoe.jpg,jellybean.jpg,windshieldwiper02.jpg,dalmatian.jpg,safe.jpg,dandelion.jpg,toad.jpg,spear02.jpg,ceilingfan01.jpg,waterfall.jpg,bluecheese.jpg,hammerheadshark.jpg,statue.jpg,tarantula.jpg,steeringwheel.jpg,christmastree.jpg,,,,,,,1,0,12,,,,,.\resources\ceilingfan01.jpg,,,1,,,,,,,,,0,,,,,,,,,290.23819858000354,None,None,290.23819858000354,None,,,,,,,282.7886719000089,285.5389830000058,282.7886719000089,285.5389830000058,285.2722800000047,None,0.23135349999938626,0.4475207999930717,0.6642071999958716,0.8809030999982497,1.1141919999936363,1.3308293000009144,1.5474948000046425,1.7641357999964384,1.9807902000029571,2.2141011000057915,2.4309384999942267,2.647416899999371,2.8640569999988656,,285.77177250001114,None,285.77177250001114,None,288.6549614000105,None,288.6549614000105,None,left,0.9249363999988418,288.6549614000105,None,289.6215538000106,None,289.6215538000106,None,left,0.5905636999959825,289.6215538000106,None,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
AB,lag2,2,3,5,0.173336,0.03666680000000001,0.41999999999999993,ramp,,,,,0,4,4,4,,,,,,,safe.jpg,tarantula.jpg,skateboard.jpg,callbell.jpg,bluecheese.jpg,sandcastle.jpg,ceilingfan01.jpg,dandelion.jpg,hulahoop.jpg,toad.jpg,sausage.jpg,horseshoe.jpg,xylophone.jpg,spear02.jpg,jellybean.jpg,lip.jpg,waterfall.jpg,,,,,,,1,0,7,,,,,.\resources\bluecheese.jpg,,,1,,,,,,,,,0,,,,,,,,,296.5044208800115,None,None,296.5044208800115,None,,,,,,,290.2548487000022,293.0050967999996,290.2548487000022,293.0050967999996,292.73844310001004,None,0.21459049999248236,0.4312395999877481,0.6312643999990541,0.8479389999993145,1.0645345999946585,1.264518299998599,1.481171399995219,1.6811651999887545,,,,,,,293.23797780000314,None,293.23797780000314,None,294.93786860001273,None,294.93786860001273,None,left,1.0020393000013428,294.93786860001273,None,295.9877901,None,295.9877901,None,left,0.4881219999952009,295.9877901,None,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
AB,lag3,3,5,8,0.16666999999999998,0.033333500000000016,0.3999999999999999,ramp,,,,,0,5,5,5,,,,,,,christmastree.jpg,tire.jpg,xylophone.jpg,windshieldwiper02.jpg,flag.jpg,safe.jpg,waterfall.jpg,hammerheadshark.jpg,volleyball.jpg,callbell.jpg,porcupine.jpg,statue.jpg,sandcastle.jpg,hulahoop.jpg,tarantula.jpg,pirateflag.jpg,jellybean.jpg,,,,,,,0,0,10,,,,,.\resources\hammerheadshark.jpg,,,1,,,,,,,,,1,,,,,,,,,302.78732768001066,None,None,302.78732768001066,None,,,,,,,296.52109819999896,299.2713480000093,296.52109819999896,299.2713480000093,299.00429430000077,None,0.21409969999513123,0.41453890000411775,0.6140788999910001,0.8141546999977436,1.0140958999982104,1.2140474000043469,1.4140460999915376,1.6140850999945542,1.814003599996795,2.0139960999949835,2.213988999996218,,,,299.5042320000066,None,299.5042320000066,None,301.7374281000084,None,301.7374281000084,None,right,0.6024633000051836,301.7374281000084,None,302.3873719000112,None,302.3873719000112,None,right,0.37653179999324493,302.3873719000112,None,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
AB,lag1,1,4,5,0.16000399999999998,0.030000200000000015,0.3799999999999999,ramp,,,,,0,6,6,6,,,,,,,dalmatian.jpg,christmastree.jpg,horseshoe.jpg,statue.jpg,waterfall.jpg,spear02.jpg,steeringwheel.jpg,callbell.jpg,dandelion.jpg,tarantula.jpg,hulahoop.jpg,lip.jpg,dragonfly01.jpg,skateboard.jpg,pirateflag.jpg,hammerheadshark.jpg,volleyball.jpg,,,,,,,1,1,7,,,,,.\resources\waterfall.jpg,,,1,,,,,,,,,1,,,,,,,,,309.55360188000634,None,None,309.55360188000634,None,,,,,,,302.80401710000297,305.55426440000883,302.80401710000297,305.55426440000883,305.2876108000055,None,0.19826049999392126,0.3810945000004722,0.5810119999950984,0.7643354000028921,0.9643417000042973,1.147643499993137,1.331036799994763,1.531028299999889,,,,,,,305.78714169999876,None,305.78714169999876,None,307.33704100000614,None,307.33704100000614,None,left,1.2348770999960834,307.33704100000614,None,308.6036524000083,None,308.6036524000083,None,left,0.9202984000003198,308.6036524000083,None,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
AB,lag6,6,5,11,0.15333799999999997,0.026666900000000014,0.3599999999999999,ramp,,,,,0,7,7,7,,,,,,,waterfall.jpg,skateboard.jpg,jellybean.jpg,football.jpg,hulahoop.jpg,sandcastle.jpg,lip.jpg,dalmatian.jpg,dandelion.jpg,christmastree.jpg,tarantula.jpg,sausage.jpg,steeringwheel.jpg,statue.jpg,safe.jpg,tire.jpg,spear02.jpg,,,,,,,0,0,13,,,,,.\resources\tarantula.jpg,,,1,,,,,,,,,1,,,,,,,,,316.25315478000414,None,None,316.25315478000414,None,,,,,,,309.57023130000744,312.3200696999993,309.57023130000744,312.3200696999993,312.0534375999996,None,0.18077960000664461,0.3641599000111455,0.5474395000055665,0.7307328000024427,0.9140651000052458,1.0807170000043698,1.2640301000064937,1.447359800004051,1.6306798000005074,1.8140643000078853,1.9806902999989688,2.1640401000040583,2.347285499999998,2.5306256000039866,312.5533929000085,None,312.5533929000085,None,315.1032266000111,None,315.1032266000111,None,right,0.652885100003914,315.1032266000111,None,315.80314990000625,None,315.80314990000625,None,right,0.4250529999990249,315.80314990000625,None,,,Alex,001,2021_Mar_17_1403,AB_pic,2020.2.10,60.00096001393897,
