trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,lastPresent,polygon.started,polygon.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,opt1_t1,opt2_t1,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,callbell.jpg,pokerchips.jpg,dromedary.jpg,pooltable.jpg,crown.jpg,jellybean.jpg,snowshovel.jpg,rooster.jpg,foosballtable.jpg,volleyball.jpg,steeringwheel.jpg,hammerheadshark.jpg,recyclingbin.jpg,key07.jpg,humanskeleton.jpg,snowboard.jpg,parkfountain.jpg,9,14.35376259998884,None,14.35376259998884,None,14.35376259998884,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\crown.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\snowboard.jpg,,,,,,,
