trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,lastPresent,polygon.started,polygon.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,polygon_3.started,polygon_3.stopped,flipper,opt1_t1,opt2_t1,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,dartboard.jpg,sheep.jpg,vacuumcleaner01.jpg,lip.jpg,badmintonracket.jpg,pingpongtable.jpg,eye.jpg,sausage.jpg,jellyfish.jpg,bowtie.jpg,tank.jpg,slug.jpg,toolbox02.jpg,skateboard.jpg,beaver.jpg,armadillo.jpg,dormer.jpg,9,5.318132099928334,None,5.318132099928334,None,5.318132099928334,None,5.318132099928334,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\armadillo.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\vacuumcleaner01.jpg,,,,,,,
