trialType,cndTyp,lag,T1_loc,gap,T2_loc,primePos,stimLen,isi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
AB,lag3,3,3,0.0,6,102,2,0.04,0,0,0,272,5.08812480000779,None,,001,2021_Mar_15_1042,AB_pic,2020.2.10,59.968540501467544,
