trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,gap,T2_loc,primePos,stimLen,isi,polygon.started,polygon.stopped,displayPicture.started,displayPicture.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,5.442835099995136,None,5.442835099995136,None,,,,,,,
