trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,phase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,textbox.started,textbox.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,textbox_2.started,textbox_2.stopped,textbox_3.started,textbox_3.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,textbox_6.started,textbox_6.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,textbox_4.started,textbox_4.stopped,option1_3.started,option1_3.stopped,text_7.started,text_7.stopped,curStimTim,stimOFF0,stimON0,stimOFF1,stimON1,stimOFF2,stimON2,stimOFF3,stimON3,stimOFF4,stimON4,stimOFF5,stimON5,stimOFF6,stimON6,stimOFF7,stimON7,stimOFF8,stimON8,stimOFF9,stimON9,stimOFF10,stimON10,stimOFF11,stimON11,stimOFF12,stimON12,stimOFF13,stimON13,displayPicture_4.started,displayPicture_4.stopped,polygon_16.started,polygon_16.stopped,polygon_7.started,polygon_7.stopped,option1_t1_2.started,option1_t1_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon_17.started,polygon_17.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,textbox_5.started,textbox_5.stopped,B0,B1,stimOFF14,stimON14,participant,session,date,expName,psychopyVersion,frameRate,
AB,lag6,6,5,11,0.13466666669000002,0.02666899999999999,0.3599999999999999,ramp,,,,,0,7,7,7,,,,,,,polarbear.jpg,cashregister01.jpg,giraffe.jpg,alligator.jpg,wallclock.jpg,airhockeytable.jpg,musicsheet.jpg,horseshoe.jpg,apron.jpg,cross01.jpg,cheetah.jpg,saxophone.jpg,leafblower01.jpg,mouse.jpg,snowboard.jpg,jellybean.jpg,elbow.jpg,,,,,0,1,13,,,,,.\resources\cheetah.jpg,,,1,,,,,,,,,1,,,,,,,,,None,69.04979321993888,None,69.04979321993888,None,,,,,,,63.30018319992814,66.05004829994868,65.78340239997488,None,0.13466666669000002,0.14530120010022074,0.16196550009772182,0.3119508000090718,0.3287143000634387,0.4619534000521526,0.4953218000009656,0.6286815000930801,0.6619791000848636,0.7952543999999762,0.8119201000081375,0.9452482000924647,0.9786587000126019,1.111898300005123,1.1452344000572339,1.2786028000991791,1.295285000000149,1.4286365000298247,1.4619156999979168,1.5952212000265718,1.6285489000147209,1.7618557000532746,1.7786081000231206,1.911890899995342,1.9451807000441477,2.0785805000923574,2.1118116000434384,2.2452341000316665,2.2618345000082627,66.30000899999868,None,66.30000899999868,None,68.56655460002366,None,68.56655460002366,None,right,0.38408059999346733,68.56655460002366,None,68.96649809996597,None,left,0.05612129997462034,68.96649809996597,None,68.96649809996597,None,-10.023950586786396,150.00003402662716,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag3,3,4,7,0.12533333336000002,0.023335999999999992,0.33999999999999986,ramp,,,,,0,8,8,8,,,,,,,soccerball.jpg,corn02.jpg,kneepad01c.jpg,giraffe.jpg,lily.jpg,cymbal.jpg,rollerblade.jpg,spear02.jpg,whiteout.jpg,funnel.jpg,peacock.jpg,discoball.jpg,handcuffs.jpg,birdnest.jpg,motorcycle.jpg,paperairplane.jpg,spicerack.jpg,,,,,0,0,9,,,,,.\resources\rollerblade.jpg,,,1,,,,,,,,,1,,,,,,,,,None,74.09949781994801,None,74.09949781994801,None,,,,,,,69.0664959999267,71.81631999998353,71.54965870000888,None,0.12533333336000002,0.12927290005609393,0.16258820006623864,0.279326600022614,0.31257120007649064,0.42932150000706315,0.462644400075078,0.5792965000728145,0.595889100106433,0.7292456000577658,0.7459446000866592,0.8792457000818104,0.8959236000664532,1.0292800000170246,1.0458526000147685,1.1792598000029102,1.195916200056672,1.3292474000481889,1.3458421000977978,1.4792475000722334,1.4958078000927344,,,,,,,,,72.04963379993569,None,72.04963379993569,None,73.5661782999523,None,73.5661782999523,None,right,0.3609093999257311,73.5661782999523,None,73.94948609999847,None,right,0.12117810000199825,73.94948609999847,None,73.94948609999847,None,-10.027363279717306,150.00011248709615,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag4,4,4,8,0.11600000003000002,0.020002999999999993,0.31999999999999984,ramp,,,,,0,9,9,9,,,,,,,holdfast.jpg,spicerack.jpg,lily.jpg,honeybee.jpg,tire.jpg,wallclock.jpg,ladder.jpg,safe.jpg,hockeypuck.jpg,platypus.jpg,well.jpg,chimney.jpg,brownsugar.jpg,cupcake.jpg,cork02.jpg,firehydrant.jpg,cheetah.jpg,,,,,1,1,10,,,,,.\resources\safe.jpg,,,0,,,,,,,,,1,,,,,,,,,None,79.99911431996152,None,79.99911431996152,None,,,,,,,74.11614860000554,76.86600759997964,76.59936629992444,None,0.11600000003000002,0.12934389989823103,0.14600669988431036,0.26266829995438457,0.27940559992566705,0.3960188999772072,0.41267019999213517,0.5293307999381796,0.5459868999896571,0.6626833999762312,0.6959934999467805,0.8126300999429077,0.8293680999195203,0.9460060999263078,0.9626450999639928,1.0793799998937175,1.0959496999857947,1.212649599998258,1.2293436999898404,1.3459145999513566,1.3625987999839708,1.4793359999312088,1.5126756998943165,,,,,,,77.09928229998332,None,77.09928229998332,None,78.63253479998093,None,78.63253479998093,None,right,1.270510399946943,78.63253479998093,None,79.94913239998277,None,left,0.025583799928426743,79.94913239998277,None,79.94913239998277,None,-10.029276971010939,150.00037672783867,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag5,5,4,9,0.10666666670000002,0.016669999999999994,0.2999999999999998,ramp,,,,,0,10,10,10,,,,,,,toolbox02.jpg,toyanimal05.jpg,barrel01.jpg,birdhouse.jpg,callbell.jpg,flamingo.jpg,eyepatch.jpg,popcorn.jpg,makiroll.jpg,bridge.jpg,airhockeytable.jpg,windmill.jpg,pokerchips.jpg,pirateflag.jpg,snowshovel.jpg,chainsaw.jpg,handcuffs.jpg,,,,,0,0,11,,,,,.\resources\makiroll.jpg,,,1,,,,,,,,,1,,,,,,,,,None,84.99880691994913,None,84.99880691994913,None,,,,,,,80.01574539998546,82.7656131000258,82.49895749997813,None,0.10666666670000002,0.11249850003514439,0.12919879995752126,0.24582640000153333,0.2624466000124812,0.3624406000599265,0.3791027000406757,0.47917960002087057,0.49578130000736564,0.6124502000166103,0.6291248999768868,0.7291531000519171,0.7457535000285134,0.8624405000591651,0.8791505000554025,0.9791418999666348,0.9957390000345185,1.0957755000563338,1.1124475999968126,1.2290955999633297,1.2457677000202239,1.3457152000628412,1.3623786000534892,1.4791032000211999,1.4956680999603122,,,,,83.01556520001031,None,83.01556520001031,None,84.51548329996876,None,84.51548329996876,None,right,0.3311316999606788,84.51548329996876,None,84.86543949996121,None,right,0.11723440000787377,84.86543949996121,None,84.86543949996121,None,-17.22304629311753,149.1728847150567,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag2,2,3,5,0.09733333337000002,0.013336999999999995,0.3,ramp,,,,,0,11,11,11,,,,,,,shower.jpg,airhockeytable.jpg,cork02.jpg,toilet.jpg,hockeystick.jpg,steeringwheel.jpg,fishingrod.jpg,triangle.jpg,snowshoe.jpg,scorpion.jpg,dandelion.jpg,cocktailshrimp02.jpg,hulahoop.jpg,cobra.jpg,pingpongtable.jpg,candycane01a.jpg,licenseplate.jpg,,,,,1,0,7,,,,,.\resources\hockeystick.jpg,,,1,,,,,,,,,1,,,,,,,,,None,89.61513032000512,None,89.61513032000512,None,,,,,,,85.01543129992206,87.76529439992737,87.49864270002581,None,0.09733333337000002,0.11323290003929287,0.1297222999855876,0.2130253000650555,0.2298273000633344,0.32966020004823804,0.3463373000267893,0.4296665000729263,0.44631839997600764,0.5463804000755772,0.5630196999991313,0.6629719999618828,0.6797174999956042,0.763037099968642,0.7796758000040427,0.8796156999887899,0.8963706999784335,,,,,,,,,,,,,87.99856520001777,None,87.99856520001777,None,88.91521060001105,None,88.91521060001105,None,left,0.611533600022085,88.91521060001105,None,89.56514059996698,None,right,0.033487900043837726,89.56514059996698,None,89.56514059996698,None,-16.358958710556887,149.2383977585184,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag1,1,4,5,0.08800000004000003,0.010003999999999996,0.3,ramp,,,,,0,12,12,12,,,,,,,dragonfly01.jpg,cork02.jpg,foldingchair.jpg,fingerprint.jpg,porcupine.jpg,crosscountryski.jpg,nosmokingsign.jpg,schoolbus.jpg,eye.jpg,magneticcompass.jpg,smokingpipe.jpg,ironingboard01.jpg,elbow.jpg,swordfish.jpg,lion.jpg,cupcake.jpg,skateboard.jpg,,,,,0,0,7,,,,,.\resources\porcupine.jpg,,,1,,,,,,,,,1,,,,,,,,,None,93.9982497200137,None,93.9982497200137,None,,,,,,,89.63180470000952,92.3816789999837,92.11496489995625,None,0.08800000004000003,0.09556339995469898,0.11228069989010692,0.19563649990595877,0.21220989990979433,0.2955111999763176,0.31215919996611774,0.39558949996717274,0.41221589990891516,0.49559979990590364,0.5122152999974787,0.5788913998985663,0.5955465999431908,0.6789032999658957,0.695516699925065,0.7788177999900654,0.7954840998863801,,,,,,,,,,,,,92.63166990003083,None,92.63166990003083,None,93.43160699994769,None,93.43160699994769,None,right,0.37505219993181527,93.43160699994769,None,93.8316147000296,None,right,0.13512540003284812,93.8316147000296,None,93.8316147000296,None,-14.983116382630069,149.28372166739203,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag7,7,5,12,0.07866666671000003,0.0066709999999999955,0.3,ramp,,,,,0,13,13,13,,,,,,,cannon.jpg,coffeemaker.jpg,wheelbarrow01.jpg,curtain.jpg,christmastree.jpg,airhockeytable.jpg,toyanimal05.jpg,snowshovel.jpg,skippingrope.jpg,lion.jpg,steeringwheel.jpg,greywolf.jpg,mrpotatohead.jpg,floorlamp.jpg,greatwhiteshark.jpg,surfboard.jpg,mummy.jpg,,,,,0,0,14,,,,,.\resources\greywolf.jpg,,,1,,,,,,,,,1,,,,,,,,,None,98.83120051997248,None,98.83120051997248,None,,,,,,,94.01488829997834,96.76470179995522,96.49806140002329,None,0.07866666671000003,0.09411239996552467,0.11071989999618381,0.17743039992637932,0.19406879995949566,0.26074999989941716,0.27761839993763715,0.3441055999137461,0.3607298999559134,0.42735159990843385,0.4440946999238804,0.5107682999223471,0.5273595999460667,0.5940418998943642,0.6107130999444053,0.6773276999592781,0.6940441000042483,0.7773286999436095,0.7940707999514416,0.8606998999603093,0.8773479999508709,0.9440514999441803,0.960653799935244,1.0273087999084964,1.0440586999757215,1.1106853999663144,1.1273879999062046,1.1940664999419823,1.210668799933046,97.0146773000015,None,97.0146773000015,None,98.31460669997614,None,98.31460669997614,None,right,0.34805060003418475,98.31460669997614,None,98.6811999999918,None,right,0.12546680006198585,98.6811999999918,None,98.6811999999918,None,-13.59655515206976,149.26045721885208,1.2773543999064714,1.2939746999181807,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag1,1,3,4,0.06933333338000003,0.0033379999999999955,0.3,ramp,,,,,0,14,14,14,,,,,,,moose.jpg,sausage.jpg,airhockeytable.jpg,funnel.jpg,kneepad01c.jpg,birthdaycandle.jpg,harmonica.jpg,butterfly.jpg,zebra.jpg,elbow.jpg,brownsugar.jpg,xylophone.jpg,pirateflag.jpg,panda.jpg,athleticsock.jpg,spear02.jpg,chimney.jpg,,,,,0,0,6,,,,,.\resources\funnel.jpg,,,1,,,,,,,,,1,,,,,,,,,None,103.01428251997568,None,103.01428251997568,None,,,,,,,98.84787009994034,101.59768489992712,101.33107029995881,None,0.06933333338000003,0.07897739997133613,0.09567189996596426,0.14561160001903772,0.16234599996823817,0.22891720000188798,0.2455816000001505,0.2955874999752268,0.3123285999754444,0.36231280001811683,0.37895199994090945,0.4457749000284821,0.46225540002342314,0.5123039999743924,0.5288977000163868,,,,,,,,,,,,,,,101.84769830002915,None,101.84769830002915,None,102.38096149999183,None,102.38096149999183,None,right,0.4337226999923587,102.38096149999183,None,102.8476066000294,None,right,0.13502789998892695,102.8476066000294,None,102.8476066000294,None,-12.206066198320027,149.17596041019667,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag6,6,5,11,0.06000000005000003,0.0,0.3,main,,,,,0,15,15,15,,,,,,,porcupine.jpg,jellybean.jpg,well.jpg,tiger02.jpg,cross01.jpg,anchor.jpg,smokingpipe.jpg,makiroll.jpg,hammerheadshark.jpg,electrictoothbrush01c.jpg,xylophone.jpg,cork02.jpg,exitsign.jpg,dalmatian.jpg,rollerblade.jpg,snowshovel.jpg,lighthouse.jpg,,,,,0,1,13,,,,,.\resources\xylophone.jpg,,,0,,,,,,,,,1,,,,,,,,,None,108.94730792001356,None,108.94730792001356,None,,,,,,,103.03094039997086,105.78077339997981,105.49742989998776,None,0.08068835590431753,0.09516190004069358,0.11175620008725673,0.1617620000615716,0.17844330007210374,0.24515740002971143,0.2617455000290647,0.32840380002744496,0.34506830002646893,0.41173729998990893,0.4283967000665143,0.495070300064981,0.511808600043878,0.5783584000309929,0.5951294000260532,0.6617284000385553,0.678466200013645,0.7284212000668049,0.7450977000407875,0.8117669000057504,0.8284373000496998,0.8951205000048503,0.9117017000680789,0.9783674000063911,0.9951019000727683,1.06169260002207,1.078354199999012,1.145014000008814,1.1616849000565708,106.01411390001886,None,106.01411390001886,None,107.18064819998108,None,107.18064819998108,None,left,1.5300017000408843,107.18064819998108,None,108.74718970002141,None,left,0.17183969996403903,108.74718970002141,None,108.74718970002141,None,-10.81591559303921,149.039158177493,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag1,1,5,6,0.06000000005000003,0.0,0.3,main,,,,,0,16,16,16,,,,,,,handcuffs.jpg,foot.jpg,dromedary.jpg,lightswitch01.jpg,horseshoe.jpg,englishcucumber.jpg,rooster.jpg,moose.jpg,cruiseship.jpg,panda.jpg,saxophone.jpg,hotdogweiner.jpg,cow.jpg,acorn.jpg,safe.jpg,steeringwheel.jpg,scorpion.jpg,,,,,0,0,8,,,,,.\resources\englishcucumber.jpg,,,1,,,,,,,,,1,,,,,,,,,None,113.39694991991855,None,113.39694991991855,None,,,,,,,108.96386120002717,111.71368829999119,111.44703829998616,None,0.0903985904817462,0.09427430003415793,0.1109471000963822,0.1942879999987781,0.21094330004416406,0.27760860009584576,0.2942594001069665,0.37760890007484704,0.3942274000728503,0.46095080010127276,0.47761350008659065,0.544271600083448,0.5609147000359371,0.6442431000759825,0.6609147000126541,0.7275713999988511,0.744322800077498,0.8275232000742108,0.8442302000476047,,,,,,,,,,,111.96368819999043,None,111.96368819999043,None,112.81362589995842,None,112.81362589995842,None,right,0.4090529000386596,112.81362589995842,None,113.24691330001224,None,right,0.12782130006235093,113.24691330001224,None,113.24691330001224,None,-11.69277130137003,148.7303804664519,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag5,5,3,8,0.06000000005000003,0.0,0.3,main,,,,,0,17,17,17,,,,,,,hulahoop.jpg,golfball.jpg,bluecheese.jpg,floorlamp.jpg,mummy.jpg,leafrake.jpg,mailbox02.jpg,electrictoothbrush01c.jpg,brownsugar.jpg,chimney.jpg,pokerchips.jpg,tricycle.jpg,swing.jpg,greywolf.jpg,cigar.jpg,doghouse.jpg,lollipop04.jpg,,,,,1,0,10,,,,,.\resources\electrictoothbrush01c.jpg,,,1,,,,,,,,,1,,,,,,,,,None,118.07994341994636,None,118.07994341994636,None,,,,,,,113.4135822999524,116.1633932000259,115.89674629992805,None,0.0846293124702152,0.09398860007058829,0.11063700006343424,0.17722579999826849,0.19388869998510927,0.26061800005845726,0.27721630001906306,0.3438797000562772,0.3606131999986246,0.42718080000486225,0.44386060000397265,0.5106030000606552,0.5271924000699073,0.5939365000231192,0.6105785000836477,0.677187200053595,0.6938512000488117,0.7771949000889435,0.7938406000612304,0.8605090000201017,0.8772322000004351,0.9438475000206381,0.9605821000877768,,,,,,,116.41338059992995,None,116.41338059992995,None,117.3799849000061,None,117.3799849000061,None,left,0.5626625999575481,117.3799849000061,None,117.97994570003357,None,right,0.07480269996449351,117.97994570003357,None,117.97994570003357,None,-11.534634250632914,148.52567266205332,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag3,3,4,7,0.06000000005000003,0.0,0.3,main,,,,,0,18,18,18,,,,,,,pokerchips.jpg,corn02.jpg,cow.jpg,jellybean.jpg,redfox.jpg,popcorn.jpg,acousticguitar02.jpg,dormer.jpg,lily.jpg,ant.jpg,toilet.jpg,ironingboard01.jpg,arrow02.jpg,paperairplane.jpg,toucan.jpg,parachute.jpg,jeans01.jpg,,,,,1,0,9,,,,,.\resources\acousticguitar02.jpg,,,1,,,,,,,,,1,,,,,,,,,None,122.56301961995196,None,122.56301961995196,None,,,,,,,118.09660439996514,120.84642269997858,120.56310219992884,None,0.09023678450909674,0.0950769999762997,0.11172739998437464,0.19506759999785572,0.2117111999541521,0.2783223999431357,0.29498219990637153,0.36164249991998076,0.3783111999509856,0.46171489998232573,0.47838539991062135,0.5450516999699175,0.5616368999471888,0.6450467999093235,0.6616673999233171,0.7283402999164537,0.7450376999331638,0.8283315999433398,0.8450265999417752,0.9116107999579981,0.9282838999060914,,,,,,,,,121.07979139999952,None,121.07979139999952,None,122.01302249997389,None,122.01302249997389,None,left,0.42562110000289977,122.01302249997389,None,122.4630090999417,None,right,0.07196079997811466,122.4630090999417,None,122.4630090999417,None,-11.29101117053501,148.34600379315205,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag2,2,5,7,0.06000000005000003,0.0,0.3,main,,,,,0,19,19,19,,,,,,,duck01.jpg,locker.jpg,lightswitch01.jpg,tortoise01.jpg,africanelephant.jpg,greywolf.jpg,elbow.jpg,frisbee.jpg,ducttape.jpg,nosmokingsign.jpg,volleyball.jpg,bathtub.jpg,funnel.jpg,zipper.jpg,rose.jpg,worldmap.jpg,windmill.jpg,,,,,1,1,9,,,,,.\resources\elbow.jpg,,,1,,,,,,,,,1,,,,,,,,,None,127.26270921998658,None,127.26270921998658,None,,,,,,,122.57965849991888,125.32945959991775,125.06284060003236,None,0.08939772285301636,0.09525339992251247,0.11194179998710752,0.1952690000180155,0.21187749993987381,0.278590300003998,0.29527639993466437,0.3618937999708578,0.3785889999708161,0.46183669997844845,0.47850349999498576,0.5452388999983668,0.5619360000127926,0.628493299940601,0.6452198999468237,0.728509399923496,0.7452464000089094,0.8118084999732673,0.82851609995123,0.8951422999380156,0.9118075999431312,,,,,,,,,125.57945079996716,None,125.57945079996716,None,126.49605860002339,None,126.49605860002339,None,left,0.5745903999777511,126.49605860002339,None,127.0960391999688,None,left,0.1427079999120906,127.0960391999688,None,127.0960391999688,None,-11.183461836377258,148.16795989532935,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag4,4,3,7,0.06000000005000003,0.0,0.3,main,,,,,0,20,20,20,,,,,,,jellybean.jpg,kangaroo.jpg,foosballtable.jpg,beerbottle.jpg,dragonfly01.jpg,raccoon.jpg,waterfountain02.jpg,donut.jpg,arrow02.jpg,alligator.jpg,pokerchips.jpg,horseshoe.jpg,cruiseship.jpg,saxophone.jpg,snowshoe.jpg,horse.jpg,spicerack.jpg,,,,,0,0,9,,,,,.\resources\waterfountain02.jpg,,,1,,,,,,,,,1,,,,,,,,,None,131.7123762199655,None,131.7123762199655,None,,,,,,,127.27936169994064,130.02919739997014,129.76254010002594,None,0.08502816300327828,0.09378430002834648,0.1103942000772804,0.1770572999957949,0.19380730006378144,0.2604476000415161,0.2771765000652522,0.3437954999972135,0.360388100030832,0.4270833000773564,0.44379859999753535,0.5104206000687554,0.5270806000335142,0.6104010000126436,0.6270909000886604,0.6937756000552326,0.710395900066942,0.7770409000804648,0.7937384000979364,0.8604124000994489,0.8770598000846803,,,,,,,,,130.2793261000188,None,130.2793261000188,None,131.1624407999916,None,131.1624407999916,None,right,0.3723907000385225,131.1624407999916,None,131.57906040002126,None,right,0.1077128000324592,131.57906040002126,None,131.57906040002126,None,-11.079189178615826,148.00266998498458,,,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
AB,lag7,7,5,12,0.06000000005000003,0.0,0.3,main,,,,,0,21,21,21,,,,,,,sandcastle.jpg,cross01.jpg,guitarcase.jpg,tie02.jpg,squid.jpg,christmaslights.jpg,windmill.jpg,pumpkin.jpg,bluecheese.jpg,marble.jpg,locker.jpg,panda.jpg,sword01.jpg,firehydrant.jpg,bat.jpg,spear02.jpg,bluejay.jpg,,,,,0,0,14,,,,,.\resources\panda.jpg,,,0,,,,,,,,,1,,,,,,,,,None,136.52877141993957,None,136.52877141993957,None,,,,,,,131.7457209000131,134.49556860001758,134.21222250000574,None,0.08295464548721919,0.09503890003543347,0.1117884999839589,0.1783308000303805,0.19504829996731132,0.26162830006796867,0.2782929000677541,0.34495980001520365,0.3616191999753937,0.42828360002022237,0.4449567999690771,0.5116149999666959,0.5283221000572667,0.5950919999741018,0.6116186999715865,0.6782676000148058,0.6949526000535116,0.761640900047496,0.7782758000539616,0.8449929000344127,0.8616586000425741,0.9283768000314012,0.9450154000660405,1.0115838000783697,1.0283337000291795,1.0950101000489667,1.1117067000595853,1.1616421000799164,1.1783236999763176,134.72887979994994,None,134.72887979994994,None,135.9954362999415,None,135.9954362999415,None,left,0.42722999991383404,135.9954362999415,None,136.44540139997844,None,right,0.06530190003104508,136.44540139997844,None,136.44540139997844,None,-10.93059894237596,147.85329650562292,1.2449175000656396,1.2615699999732897,,001,2021_Apr_09_1039,AB_pic_singleT2,2020.2.10,60.011474183426465,
,,,,,,,,,,,,,,,,,,,,,,,triangle.jpg,baseballbat.jpg,skippingrope.jpg,jackrabbit.jpg,dormer.jpg,frisbee.jpg,foldingchair.jpg,chair.jpg,kneepad01c.jpg,windmill.jpg,ironingboard01.jpg,dandelion.jpg,tent.jpg,toilet.jpg,footballhelmet.jpg,cashregister01.jpg,swing.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
