trialType,cndTyp,lag,T1_loc,gap,T2_loc,primePos,stimLen,isi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
AB,lag1,1,5,0.0,6,104,2,0.04,0,0,0,213,5.150383200030774,None,,001,2021_Mar_15_1041,AB_pic,2020.2.10,59.972676436049404,
