trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,lastPresent,polygon.started,polygon.stopped,polygon_3.started,polygon_3.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,opt1_t1,opt2_t1,option1_t1.started,option1_t1.stopped,option2_t1.started,option2_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,opt1_t2,opt2_t2,option1_t2.started,option1_t2.stopped,option2_t2.started,option2_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
AB,lag7,7,4,11,0.1,0.2,0,0,0,132,bowtie.jpg,beerbottle.jpg,tricycle.jpg,bluejay.jpg,parachute.jpg,greywolf.jpg,baseballbat.jpg,rubikcube.jpg,callbell.jpg,cymbal.jpg,bull.jpg,bumpercar.jpg,microwave.jpg,tree.jpg,ostrich.jpg,cannon.jpg,acousticguitar02.jpg,13,5.3097977000288665,None,5.3097977000288665,None,5.3097977000288665,None,5.3097977000288665,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\cannon.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\bluejay.jpg,9.443541200016625,None,9.443541200016625,None,right,2.3949498999863863,9.443541200016625,None,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\acousticguitar02.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\bull.jpg,11.876680299988948,None,11.876680299988948,None,left,0.4338111000834033,11.876680299988948,None,12.326696170028299,None,None,12.326696170028299,None,,001,2021_Mar_15_1500,AB_pic,2020.2.10,59.97364757408745,
AB,lag4,4,5,9,0.1,0.2,0,1,1,46,sink.jpg,parachute.jpg,bowtie.jpg,bumpercar.jpg,lily.jpg,baseballbat.jpg,cow.jpg,bluejay.jpg,grizzly.jpg,windshieldwiper02.jpg,steeringwheel.jpg,acousticguitar02.jpg,toucan.jpg,beerbottle.jpg,cannon.jpg,kneepad01c.jpg,toyanimal05.jpg,11,12.343329399940558,None,12.343329399940558,None,12.343329399940558,None,12.343329399940558,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\kneepad01c.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\lily.jpg,15.959760800004005,None,15.959760800004005,None,right,0.9508214000379667,15.959760800004005,None,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\grizzly.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\toyanimal05.jpg,16.943030399968848,None,16.943030399968848,None,right,0.8314564999891445,16.943030399968848,None,17.79298976995051,None,None,17.79298976995051,None,,001,2021_Mar_15_1500,AB_pic,2020.2.10,59.97364757408745,
AB,lag4,4,5,9,0.1,0.2,0,2,2,41,toyanimal05.jpg,greywolf.jpg,stool01.jpg,bluejay.jpg,kneepad01c.jpg,tricycle.jpg,toucan.jpg,ducttape.jpg,squirrel.jpg,sink.jpg,cymbal.jpg,bumpercar.jpg,steeringwheel.jpg,drumset.jpg,acousticguitar02.jpg,microwave.jpg,greathornowl.jpg,11,17.80964320001658,None,17.80964320001658,None,17.80964320001658,None,17.80964320001658,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\microwave.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\kneepad01c.jpg,21.426076299976557,None,21.426076299976557,None,left,0.8444104999070987,21.426076299976557,None,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\squirrel.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\greathornowl.jpg,22.309365900000557,None,22.309365900000557,None,right,0.3691241000778973,22.309365900000557,None,22.709339570021257,None,None,22.709339570021257,None,,001,2021_Mar_15_1500,AB_pic,2020.2.10,59.97364757408745,
AB,lag3,3,3,6,0.1,0.2,0,3,3,121,cymbal.jpg,tree.jpg,stool01.jpg,tricycle.jpg,rubikcube.jpg,leafblower01.jpg,toucan.jpg,cow.jpg,parachute.jpg,beaver.jpg,ipad02.jpg,bluejay.jpg,acousticguitar02.jpg,windshieldwiper02.jpg,bat.jpg,beerbottle.jpg,kneepad01c.jpg,8,22.725981600000523,None,22.725981600000523,None,22.725981600000523,None,22.725981600000523,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\beerbottle.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\stool01.jpg,25.425802399986424,None,25.425802399986424,None,right,1.2126365000149235,25.425802399986424,None,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\leafblower01.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\kneepad01c.jpg,26.675732300034724,None,26.675732300034724,None,right,0.7948026000522077,26.675732300034724,None,27.49234316998627,None,None,27.49234316998627,None,,001,2021_Mar_15_1500,AB_pic,2020.2.10,59.97364757408745,
AB,lag3,3,4,7,0.1,0.2,0,4,4,88,windshieldwiper02.jpg,bull.jpg,ducttape.jpg,greywolf.jpg,callbell.jpg,drumset.jpg,toucan.jpg,beerbottle.jpg,hockeystick.jpg,tricycle.jpg,acousticguitar02.jpg,parachute.jpg,squirrel.jpg,bowtie.jpg,punchingbag.jpg,baseballbat.jpg,volleyball.jpg,9,27.509003299986944,None,27.509003299986944,None,27.509003299986944,None,27.509003299986944,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\baseballbat.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\greywolf.jpg,30.49213869997766,None,30.49213869997766,None,right,0.5303032000083476,30.49213869997766,None,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\volleyball.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\toucan.jpg,31.04209959995933,None,31.04209959995933,None,left,0.37262379995081574,31.04209959995933,None,31.442120569990948,None,None,31.442120569990948,None,,001,2021_Mar_15_1500,AB_pic,2020.2.10,59.97364757408745,
AB,lag5,5,3,8,0.1,0.2,0,5,5,53,acousticguitar02.jpg,leafblower01.jpg,drumset.jpg,horseshoe.jpg,tree.jpg,bull.jpg,sink.jpg,punchingbag.jpg,microwave.jpg,toucan.jpg,cymbal.jpg,callbell.jpg,beerbottle.jpg,greathornowl.jpg,lily.jpg,bluejay.jpg,ostrich.jpg,10,31.45875150000211,None,31.45875150000211,None,31.45875150000211,None,31.45875150000211,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\drumset.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\bluejay.jpg,34.74185909994412,None,34.74185909994412,None,left,1.5686868999619037,34.74185909994412,None,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\ostrich.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\punchingbag.jpg,36.341758199967444,None,36.341758199967444,None,left,0.4568993999855593,36.341758199967444,None,36.82509786996525,None,None,36.82509786996525,None,,001,2021_Mar_15_1500,AB_pic,2020.2.10,59.97364757408745,
AB,lag1,1,5,6,0.1,0.2,0,6,6,62,ipad02.jpg,tricycle.jpg,steeringwheel.jpg,acousticguitar02.jpg,tree.jpg,sink.jpg,microwave.jpg,bull.jpg,volleyball.jpg,parachute.jpg,rubikcube.jpg,cow.jpg,horseshoe.jpg,leafblower01.jpg,candycane01a.jpg,hockeystick.jpg,windshieldwiper02.jpg,8,36.8417401999468,None,36.8417401999468,None,36.8417401999468,None,36.8417401999468,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\hockeystick.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\tree.jpg,39.55822859995533,None,39.55822859995533,None,right,3.4002800999442115,39.55822859995533,None,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\sink.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\windshieldwiper02.jpg,42.99135639995802,None,42.99135639995802,None,left,0.46308439993299544,42.99135639995802,None,43.474629370030016,None,None,43.474629370030016,None,,001,2021_Mar_15_1500,AB_pic,2020.2.10,59.97364757408745,
AB,lag7,7,4,11,0.1,0.2,0,7,7,26,punchingbag.jpg,candycane01a.jpg,acousticguitar02.jpg,toyanimal05.jpg,squirrel.jpg,tree.jpg,drumset.jpg,leafblower01.jpg,sink.jpg,bat.jpg,microwave.jpg,parachute.jpg,callbell.jpg,bowtie.jpg,ostrich.jpg,bumpercar.jpg,greathornowl.jpg,13,43.491303300019354,None,43.491303300019354,None,43.491303300019354,None,43.491303300019354,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\toyanimal05.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\bumpercar.jpg,47.69102379994001,None,47.69102379994001,None,left,0.4356565000489354,47.69102379994001,None,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\microwave.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\greathornowl.jpg,48.17433539999183,None,48.17433539999183,None,right,0.40813770005479455,48.17433539999183,None,48.60763036995195,None,None,48.60763036995195,None,,001,2021_Mar_15_1500,AB_pic,2020.2.10,59.97364757408745,
AB,lag2,2,3,5,0.1,0.2,0,8,8,154,lily.jpg,leafblower01.jpg,beerbottle.jpg,bat.jpg,horseshoe.jpg,acousticguitar02.jpg,bluejay.jpg,bumpercar.jpg,ostrich.jpg,squirrel.jpg,kneepad01c.jpg,parachute.jpg,toucan.jpg,sink.jpg,toyanimal05.jpg,hockeystick.jpg,cymbal.jpg,7,48.62430130003486,None,48.62430130003486,None,48.62430130003486,None,48.62430130003486,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\beerbottle.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\hockeystick.jpg,51.02416190004442,None,51.02416190004442,None,left,0.4383206000784412,51.02416190004442,None,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\cymbal.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\horseshoe.jpg,51.5074609000003,None,51.5074609000003,None,left,0.4750674000242725,51.5074609000003,None,52.00746907002758,None,None,52.00746907002758,None,,001,2021_Mar_15_1500,AB_pic,2020.2.10,59.97364757408745,
AB,lag2,2,4,6,0.1,0.2,0,9,9,107,drumset.jpg,horseshoe.jpg,beaver.jpg,baseballbat.jpg,microwave.jpg,bowtie.jpg,ostrich.jpg,hockeystick.jpg,lily.jpg,kneepad01c.jpg,tree.jpg,acousticguitar02.jpg,bluejay.jpg,leafblower01.jpg,volleyball.jpg,ipad02.jpg,grizzly.jpg,8,52.02411909995135,None,52.02411909995135,None,52.02411909995135,None,52.02411909995135,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\ipad02.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\baseballbat.jpg,54.740582300000824,None,54.740582300000824,None,right,0.8500757000874728,54.740582300000824,None,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\bowtie.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\grizzly.jpg,55.607215099968016,None,55.607215099968016,None,right,0.559422199963592,55.607215099968016,None,56.19050737004727,None,None,56.19050737004727,None,,001,2021_Mar_15_1500,AB_pic,2020.2.10,59.97364757408745,
