trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,lastPresent,polygon.started,polygon.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,opt1_t1,opt2_t1,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,microwave.jpg,crab01.jpg,flamingo.jpg,triangle.jpg,humanskeleton.jpg,toad.jpg,kangaroo.jpg,saxophone.jpg,greatwhiteshark.jpg,parkfountain.jpg,pigeon.jpg,ear.jpg,raccoon.jpg,tie02.jpg,golfball.jpg,doghouse.jpg,daddylonglegs.jpg,11,5.4115976999746636,None,5.4115976999746636,None,5.4115976999746636,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\doghouse.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\flamingo.jpg,,,,,,,
