trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,lastPresent,polygon.started,polygon.stopped,polygon_3.started,polygon_3.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,hand01b.jpg,ear.jpg,acorn.jpg,lightswitch01.jpg,fortunecookie.jpg,foot.jpg,dalmatian.jpg,bumpercar.jpg,bowtie.jpg,tie02.jpg,birdhouse.jpg,spicerack.jpg,alligator.jpg,cactus.jpg,slug.jpg,parrot01.jpg,motorcycle.jpg,7,5.346135800005868,None,5.346135800005868,None,5.346135800005868,None,5.346135800005868,None,False,,,,,,,
