trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,lastPresent,polygon.started,polygon.stopped,polygon_3.started,polygon_3.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,opt1_t1,opt2_t1,opt3_t1,opt4_t1,option4_t1.started,option4_t1.stopped,option1_t1.started,option1_t1.stopped,option2_t1.started,option2_t1.stopped,option3_t1.started,option3_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,scorpion.jpg,car.jpg,granolabar01.jpg,bullet.jpg,trampoline.jpg,mrpotatohead.jpg,dolphin01.jpg,cigar.jpg,spiderweb.jpg,magneticcompass.jpg,punchingbag.jpg,rooster.jpg,bench01.jpg,steeringwheel.jpg,holdfast.jpg,fridge.jpg,spear02.jpg,10,5.394114300026558,None,5.394114300026558,None,5.394114300026558,None,5.394114300026558,None,False,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\bullet.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\cigar.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\spear02.jpg,C:\Users\Employee\Google Drive\UP\MyResearch\TaskProgramming\AB_pic\resources\fridge.jpg,8.086914299987257,None,8.086914299987257,None,8.086914299987257,None,8.086914299987257,None,right,2.1040253000101075,8.086914299987257,None,,,,,,,
