trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,flipper,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,option1_t2.started,option1_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
AB,lag3,3,4,7,0.15,0.03,0,0,0,6,jeans01.jpg,snowshoe.jpg,fishingrod.jpg,fortunecookie.jpg,urinal.jpg,tennisracket.jpg,tire.jpg,rooster.jpg,statue.jpg,dolphin01.jpg,swing.jpg,horseshoe.jpg,bullet.jpg,dromedary.jpg,masquerademask01.jpg,worldmap.jpg,table01.jpg,6.7543713999994,9.513434499999676,6.7543713999994,9.513434499999676,9.16345949999959,None,1,0,9,9.630173799999284,None,9.630173799999284,None,False,.\resources\tire.jpg,11.446448400000008,None,False,11.446448400000008,None,right,0.9449801000000662,11.446448400000008,None,12.412980699999935,None,True,12.412980699999935,None,right,0.6583490999992136,12.412980699999935,None,13.112975399999414,None,14.112918949999221,None,None,14.112918949999221,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag1,1,3,4,0.15,0.03,0,1,1,20,ant.jpg,fishingrod.jpg,dromedary.jpg,snowshoe.jpg,urinal.jpg,calendar.jpg,kneepad01c.jpg,jeans01.jpg,swing.jpg,tire.jpg,makiroll.jpg,statue.jpg,tarantula.jpg,table01.jpg,parkfountain.jpg,tennisracket.jpg,ceilingfan01.jpg,14.129572499999995,16.879609900000105,14.129572499999995,16.879609900000105,16.612956299999496,None,0,0,6,17.129592899999807,None,17.129592899999807,None,False,.\resources\snowshoe.jpg,18.362856400000055,None,True,18.362856400000055,None,right,0.5404158999999709,18.362856400000055,None,18.929284099999677,None,True,18.929284099999677,None,right,1.358071700000437,18.929284099999677,None,20.312492299999576,None,21.31243424999993,None,None,21.31243424999993,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag3,3,5,8,0.15,0.03,0,2,2,50,chainsaw.jpg,snowshoe.jpg,tire.jpg,urinal.jpg,swing.jpg,ant.jpg,calendar.jpg,fortunecookie.jpg,grizzly.jpg,table01.jpg,worldmap.jpg,dromedary.jpg,crosscountryski.jpg,horseshoe.jpg,cat.jpg,ceilingfan01.jpg,kneepad01c.jpg,21.3124272999994,24.062687099999494,21.3124272999994,24.062687099999494,23.79602149999937,None,0,0,10,24.312683499999366,None,24.312683499999366,None,False,.\resources\fortunecookie.jpg,26.29563749999943,None,True,26.29563749999943,None,right,0.7596479000003455,26.29563749999943,None,27.09558179999931,None,True,27.09558179999931,None,right,0.67981619999955,27.09558179999931,None,27.795534699999735,None,28.79548405000005,None,None,28.79548405000005,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag5,5,3,8,0.15,0.03,0,3,3,120,rooster.jpg,tarantula.jpg,jeans01.jpg,cork02.jpg,ant.jpg,horse.jpg,kiwi03.jpg,lizard.jpg,masquerademask01.jpg,urinal.jpg,cat.jpg,dolphin01.jpg,fishingrod.jpg,chainsaw.jpg,crosscountryski.jpg,tennisracket.jpg,panda.jpg,28.812140799999725,31.562006599999222,28.812140799999725,31.562006599999222,31.295803199999682,None,0,0,10,31.795323699999244,None,31.795323699999244,None,False,.\resources\lizard.jpg,33.79517329999999,None,True,33.79517329999999,None,right,1.108072799999718,33.79517329999999,None,34.94509309999921,None,True,34.94509309999921,None,right,0.6061767000001055,34.94509309999921,None,35.595029899999645,None,36.59498874999954,None,None,36.59498874999954,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag1,1,4,5,0.15,0.03,0,4,4,136,cork02.jpg,crosscountryski.jpg,apron.jpg,foldingchair.jpg,horseshoe.jpg,cat.jpg,tennisracket.jpg,masquerademask01.jpg,lizard.jpg,statue.jpg,tortoise01.jpg,ant.jpg,nosmokingsign.jpg,jeans01.jpg,horse.jpg,fireplace.jpg,kiwi03.jpg,36.611641299999974,39.36148139999932,36.611641299999974,39.36148139999932,39.09481169999981,None,0,1,7,39.59477979999974,None,39.59477979999974,None,False,.\resources\horseshoe.jpg,41.04470349999974,None,True,41.04470349999974,None,right,0.7546865000003891,41.04470349999974,None,41.84462910000002,None,False,41.84462910000002,None,right,0.4986699999999473,41.84462910000002,None,42.37794489999942,None,43.37787204999986,None,None,43.37787204999986,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag1,1,4,5,0.15,0.03,0,5,5,4,parkfountain.jpg,fishingrod.jpg,jeans01.jpg,swing.jpg,dolphin01.jpg,foldingchair.jpg,snowshoe.jpg,kneepad01c.jpg,kiwi03.jpg,horse.jpg,crosscountryski.jpg,makiroll.jpg,cork02.jpg,lizard.jpg,nosmokingsign.jpg,horseshoe.jpg,chainsaw.jpg,43.39452799999981,46.14434319999964,43.39452799999981,46.14434319999964,45.86105289999978,None,0,1,7,46.37766139999985,None,46.37766139999985,None,False,.\resources\dolphin01.jpg,47.81090189999941,None,True,47.81090189999941,None,right,0.6923357000005126,47.81090189999941,None,48.54419909999979,None,False,48.54419909999979,None,right,0.43905180000001565,48.54419909999979,None,49.027537399999346,None,50.0274735500001,None,None,50.0274735500001,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag5,5,5,10,0.15,0.03,0,6,6,145,swing.jpg,tortoise01.jpg,foldingchair.jpg,cork02.jpg,table01.jpg,dromedary.jpg,ceilingfan01.jpg,ant.jpg,horseshoe.jpg,snowshoe.jpg,dormer.jpg,dolphin01.jpg,statue.jpg,kneepad01c.jpg,lizard.jpg,masquerademask01.jpg,urinal.jpg,50.044115199999396,52.793907399999625,50.044115199999396,52.793907399999625,52.5105896999994,None,0,0,12,53.01058469999953,None,53.01058469999953,None,False,.\resources\snowshoe.jpg,55.36040520000006,None,True,55.36040520000006,None,right,0.49495329999990645,55.36040520000006,None,55.89370090000011,None,True,55.89370090000011,None,right,0.9136128000000099,55.89370090000011,None,56.84363159999975,None,57.84356224999956,None,None,57.84356224999956,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag6,6,3,9,0.15,0.03,0,7,7,58,lizard.jpg,ceilingfan01.jpg,jeans01.jpg,horseshoe.jpg,swing.jpg,fishingrod.jpg,fireplace.jpg,cigar.jpg,panda.jpg,crosscountryski.jpg,dormer.jpg,apron.jpg,parkfountain.jpg,nosmokingsign.jpg,grizzly.jpg,snowshoe.jpg,makiroll.jpg,57.8602364999997,60.6100521999997,57.8602364999997,60.6100521999997,60.326744099999814,None,0,0,11,60.82670499999949,None,60.82670499999949,None,False,.\resources\panda.jpg,62.99326639999981,None,False,62.99326639999981,None,down,98.66193209999983,62.99326639999981,None,161.7033535999999,None,False,161.7033535999999,None,down,1.2719213999998829,161.7033535999999,None,163.01992169999994,None,164.01987874999978,None,None,164.01987874999978,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag7,7,4,11,0.15,0.03,0,8,8,156,calendar.jpg,apron.jpg,ant.jpg,ceilingfan01.jpg,nosmokingsign.jpg,tarantula.jpg,tire.jpg,horseshoe.jpg,horse.jpg,kiwi03.jpg,parkfountain.jpg,lizard.jpg,urinal.jpg,cork02.jpg,fireplace.jpg,fortunecookie.jpg,tortoise01.jpg,164.03654019999976,166.78636579999966,164.03654019999976,166.78636579999966,166.50304469999992,None,0,0,13,167.01975539999967,None,167.01975539999967,None,False,.\resources\parkfountain.jpg,169.53623319999951,None,True,169.53623319999951,None,right,1.2711059000002933,169.53623319999951,None,170.8527997000001,None,True,170.8527997000001,None,right,0.5543964999997115,170.8527997000001,None,171.45271409999987,None,172.4526470499999,None,None,172.4526470499999,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
AB,lag5,5,5,10,0.15,0.03,0,9,9,17,horseshoe.jpg,cork02.jpg,swing.jpg,urinal.jpg,apron.jpg,ceilingfan01.jpg,kiwi03.jpg,fireplace.jpg,fishingrod.jpg,cigar.jpg,tarantula.jpg,fortunecookie.jpg,chainsaw.jpg,statue.jpg,foldingchair.jpg,masquerademask01.jpg,tire.jpg,172.46932229999948,175.21918199999982,172.46932229999948,175.21918199999982,174.95251949999965,None,0,0,12,175.4524576999993,None,175.4524576999993,None,False,.\resources\cigar.jpg,177.80227389999982,None,True,177.80227389999982,None,right,0.7409234000006109,177.80227389999982,None,178.58559629999945,None,True,178.58559629999945,None,right,0.4775811999998041,178.58559629999945,None,179.1022052999997,None,180.1021467499999,None,None,180.1021467499999,None,,001,2021_Mar_16_1111,AB_pic,2020.2.10,59.99660419199168,
