trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,phase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,option1_t2.started,option1_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,option1_2.started,option1_2.stopped,option2_2.started,option2_2.stopped,text_5.started,text_5.stopped,displayPicture_3.started,displayPicture_3.stopped,polygon_13.started,polygon_13.stopped,polygon_7.started,polygon_7.stopped,option1_t1_2.started,option1_t1_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon_6.started,polygon_6.stopped,option1_t2_2.started,option1_t2_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,5.655837199999951,None,space,1.1671606000018073,5.655837199999951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1115,AB_pic,2020.2.10,59.98465592514447,
AB,lag6,6,5,11,0.2,0.05,0.5,,0,0,0,0,,,,,,,,,,,bluejay.jpg,bullet.jpg,surfboard.jpg,worldmap.jpg,wallclock.jpg,armadillo.jpg,curtain.jpg,motorcycle.jpg,kneepad01c.jpg,masquerademask01.jpg,stubbywrench01a.jpg,holdfast.jpg,stool01.jpg,electricguitar01.jpg,fridge.jpg,parkingmeter.jpg,slug.jpg,6.889219799995772,9.638641099998495,6.889219799995772,9.638641099998495,9.371992300002603,None,0,0,13,9.872109399992041,None,9.872109399992041,None,.\resources\stubbywrench01a.jpg,13.371881300001405,None,1,13.371881300001405,None,right,0.4668783999950392,13.371881300001405,None,13.871699900002568,None,1,13.871699900002568,None,right,0.119033800001489,13.871699900002568,None,14.038354999996955,None,15.038277369995194,None,None,15.038277369995194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1115,AB_pic,2020.2.10,59.98465592514447,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.054963099988527,None,space,1.0782005000073696,15.054963099988527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1115,AB_pic,2020.2.10,59.98465592514447,
AB,lag6,6,5,11,0.2,0.05,0.5,ramp,,,,,0,0,0,0,,,,,,,sword01.jpg,bullet.jpg,floorlamp.jpg,bluejay.jpg,stool01.jpg,masquerademask01.jpg,stubbywrench01a.jpg,curtain.jpg,armadillo.jpg,kneepad01c.jpg,harmonica.jpg,motorcycle.jpg,nosmokingsign.jpg,electricguitar01.jpg,moon.jpg,surfboard.jpg,hockeystick.jpg,,,,,,,1,1,13,,,,,.\resources\harmonica.jpg,,,False,,,,,,,,,False,,,,,,,,,21.2211845699916,None,None,21.2211845699916,None,,,,,,,16.22150819998933,18.971314800000982,16.22150819998933,18.971314800000982,18.70467479999934,None,19.187985199998366,None,19.187985199998366,None,19.654747099993983,None,19.654747099993983,None,right,1.4559374000091339,19.654747099993983,None,21.15453329999582,None,21.15453329999582,None,left,0.04421860000002198,21.15453329999582,None,,001,2021_Mar_17_1115,AB_pic,2020.2.10,59.98465592514447,
,,,,,,,,,,,,,,,,,,,,,,,wallclock.jpg,dormer.jpg,kneepad01c.jpg,fortunecookie.jpg,slug.jpg,holdfast.jpg,fridge.jpg,parkingmeter.jpg,rollerblade.jpg,surfboard.jpg,armadillo.jpg,sword01.jpg,bullet.jpg,worldmap.jpg,electricguitar01.jpg,bluejay.jpg,stool01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
