trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,option1_t2.started,option1_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,6.117851800008793,None,space,1.4007929000072181,6.117851800008793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1006,AB_pic,2020.2.10,59.99646020983193,
AB,lag3,3,3,6,0.2,0.05,0.5,0,0,0,5,,,,,,,knee.jpg,ipad02.jpg,calendar.jpg,birdhouse.jpg,acorn.jpg,bowlingball.jpg,fishskeleton.jpg,mrpotatohead.jpg,helicopter.jpg,steeringwheel.jpg,pigeon.jpg,bathtub.jpg,shovel01.jpg,callbell.jpg,lip.jpg,donut.jpg,crab01.jpg,7.593882900007884,10.344187800001237,7.593882900007884,10.344187800001237,10.077544400002807,None,1,1,8,10.577511700001196,None,10.577511700001196,None,.\resources\bowlingball.jpg,12.826917600003071,None,True,12.826917600003071,None,left,1.4757227000081912,12.826917600003071,None,14.360131499997806,None,True,14.360131499997806,None,left,0.6465507000102662,14.360131499997806,None,15.043525800007046,None,16.04333796999854,None,None,16.04333796999854,None,,001,2021_Mar_17_1006,AB_pic,2020.2.10,59.99646020983193,
AB,lag4,4,5,9,0.2,0.05,0.5,0,1,1,20,,,,,,,flamingo.jpg,toilet.jpg,well.jpg,sink.jpg,crab01.jpg,fishskeleton.jpg,donut.jpg,pigeon.jpg,birdhouse.jpg,dormer.jpg,sandcastle.jpg,treadmill.jpg,duck01.jpg,steeringwheel.jpg,shovel01.jpg,mrpotatohead.jpg,helicopter.jpg,16.06001300000935,18.810254600000917,16.06001300000935,18.810254600000917,18.52692050000769,None,1,0,11,19.02648890001001,None,19.02648890001001,None,.\resources\birdhouse.jpg,22.043081900003017,None,True,22.043081900003017,None,left,1.1635995999968145,22.043081900003017,None,23.242874800009304,None,False,23.242874800009304,None,right,0.45218999999633525,23.242874800009304,None,23.74296580000373,None,24.742741070005287,None,None,24.742741070005287,None,,001,2021_Mar_17_1006,AB_pic,2020.2.10,59.99646020983193,
AB,lag5,5,3,8,0.2,0.05,0.5,0,2,2,19,,,,,,,sink.jpg,steeringwheel.jpg,shovel01.jpg,bathtub.jpg,saxophone.jpg,well.jpg,fishskeleton.jpg,helicopter.jpg,toilet.jpg,birdhouse.jpg,pigeon.jpg,donut.jpg,duck01.jpg,lip.jpg,urinal.jpg,bowlingball.jpg,lightswitch01.jpg,24.75954530001036,27.5096773999976,24.75954530001036,27.5096773999976,27.22634370000742,None,0,0,10,27.72592870000517,None,27.72592870000517,None,.\resources\helicopter.jpg,30.49251870000444,None,True,30.49251870000444,None,right,0.6341673999995692,30.49251870000444,None,31.15899550000904,None,True,31.15899550000904,None,right,0.47964809999393765,31.15899550000904,None,31.65897100001166,None,32.65890147000173,None,None,32.65890147000173,None,,001,2021_Mar_17_1006,AB_pic,2020.2.10,59.99646020983193,
AB,lag2,2,5,7,0.2,0.05,0.5,0,3,3,9,,,,,,,knee.jpg,dormer.jpg,lip.jpg,sink.jpg,donut.jpg,urinal.jpg,ipad02.jpg,lightswitch01.jpg,sandcastle.jpg,acorn.jpg,helicopter.jpg,steeringwheel.jpg,flamingo.jpg,callbell.jpg,bathtub.jpg,shovel01.jpg,treadmill.jpg,32.67571140000655,35.42580989999988,32.67571140000655,35.42580989999988,35.14254840000649,None,1,1,9,35.64202230000228,None,35.64202230000228,None,.\resources\ipad02.jpg,38.15868050001154,None,True,38.15868050001154,None,left,0.8479760000045644,38.15868050001154,None,39.02511850000883,None,True,39.02511850000883,None,left,0.6215396999905352,39.02511850000883,None,39.67510570000741,None,40.675029270003144,None,None,40.675029270003144,None,,001,2021_Mar_17_1006,AB_pic,2020.2.10,59.99646020983193,
AB,lag4,4,3,7,0.2,0.05,0.5,0,4,4,1,,,,,,,donut.jpg,rooster.jpg,dormer.jpg,sink.jpg,helicopter.jpg,acorn.jpg,flamingo.jpg,steeringwheel.jpg,knee.jpg,fishskeleton.jpg,shovel01.jpg,birdhouse.jpg,lip.jpg,saxophone.jpg,pigeon.jpg,lightswitch01.jpg,toilet.jpg,40.6917065000016,43.441938100004336,40.6917065000016,43.441938100004336,43.17529430000286,None,1,0,9,43.674874300006195,None,43.674874300006195,None,.\resources\flamingo.jpg,46.191496200000984,None,True,46.191496200000984,None,left,1.279250299994601,46.191496200000984,None,47.50792309999815,None,False,47.50792309999815,None,right,0.44276890000037383,47.50792309999815,None,47.97456120001152,None,48.97448787000176,None,None,48.97448787000176,None,,001,2021_Mar_17_1006,AB_pic,2020.2.10,59.99646020983193,
,,,,,,,,,,,,,,,,,,ipad02.jpg,saxophone.jpg,rooster.jpg,porcupine.jpg,duck01.jpg,mrpotatohead.jpg,toilet.jpg,fishskeleton.jpg,acorn.jpg,sandcastle.jpg,knee.jpg,crab01.jpg,urinal.jpg,steeringwheel.jpg,helicopter.jpg,sink.jpg,treadmill.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
