trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,phase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,option1_t2.started,option1_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,option1_2.started,option1_2.stopped,option2_2.started,option2_2.stopped,text_5.started,text_5.stopped,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,displayPicture_3.started,displayPicture_3.stopped,polygon_13.started,polygon_13.stopped,polygon_7.started,polygon_7.stopped,option1_t1_2.started,option1_t1_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon_6.started,polygon_6.stopped,option1_t2_2.started,option1_t2_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,t14,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,5.82477249999647,None,space,1.125090099987574,5.82477249999647,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1147,AB_pic,2020.2.10,59.9777122817278,
AB,lag6,6,5,11,0.2,0.05,0.5,,0,0,0,0,,,,,,,,,,,football.jpg,kiwi03.jpg,ladybug03.jpg,triangle.jpg,parkingmeter.jpg,kneepad01c.jpg,uprightpiano01.jpg,tortoise01.jpg,swordfish.jpg,granolabar01.jpg,squid.jpg,drumstick.jpg,mummy.jpg,nosmokingsign.jpg,cigar.jpg,mouse.jpg,tree.jpg,7.030661299999338,9.780576799996197,7.030661299999338,9.780576799996197,9.513947500003269,None,1,0,13,10.013917699994636,None,10.013917699994636,None,.\resources\squid.jpg,13.513343300000997,None,1,13.513343300000997,None,left,1.0525689000060083,13.513343300000997,None,14.613236699995468,None,1,14.613236699995468,None,right,0.11266230000182986,14.613236699995468,None,14.763256999998703,None,15.763069600003655,None,None,15.763069600003655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1147,AB_pic,2020.2.10,59.9777122817278,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.779733300005319,None,space,1.9846115999971516,15.779733300005319,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1147,AB_pic,2020.2.10,59.9777122817278,
AB,lag6,6,5,11,0.2,0.05,0.5,ramp,,,,,0,0,0,0,,,,,,,swordfish.jpg,nosmokingsign.jpg,uprightpiano01.jpg,toad.jpg,showerhead01.jpg,granolabar01.jpg,kiwi03.jpg,kneepad01c.jpg,microphone01.jpg,tortoise01.jpg,crosscountryski.jpg,butterfly.jpg,pingpongtable.jpg,squid.jpg,cigar.jpg,mummy.jpg,ladybug03.jpg,,,,,,,0,0,13,,,,,.\resources\crosscountryski.jpg,,,0,,,,,,,,,1,,,,,,,,,25.512393000003065,None,None,25.512393000003065,None,,,,,,,17.846614499998395,20.596204400004353,17.846614499998395,20.596204400004353,20.329406299992115,None,0.2659457999980077,0.5159243999951286,0.7659077999996953,1.0158923999988474,1.2658756000018911,1.5158694999990985,1.7658365999959642,2.015832999997656,2.2658134999946924,2.5158064999995986,2.7658111000055214,3.01580589999503,3.265744200005429,3.515761600006954,20.82935250000446,None,20.82935250000446,None,24.34584559999348,None,24.34584559999348,None,right,0.9720502999989549,24.34584559999348,None,25.362419600001886,None,25.362419600001886,None,right,0.12349869999161456,25.362419600001886,None,,,001,2021_Mar_17_1147,AB_pic,2020.2.10,59.9777122817278,
AB,lag4,4,4,8,0.193334,0.05,0.48,ramp,,,,,0,1,1,1,,,,,,,pingpongtable.jpg,cigar.jpg,skunk.jpg,microphone01.jpg,crosscountryski.jpg,butterfly.jpg,mouse.jpg,platypus.jpg,ladybug03.jpg,tortoise01.jpg,showerhead01.jpg,football.jpg,basketball01.jpg,bathtub.jpg,fireplace.jpg,drumstick.jpg,tree.jpg,,,,,,,0,1,10,,,,,.\resources\platypus.jpg,,,0,,,,,,,,,0,,,,,,,,,32.29529760000005,None,None,32.29529760000005,None,,,,,,,25.529098400002113,28.278894100003527,25.529098400002113,28.278894100003527,28.01224129999173,None,0.247780599995167,0.4978030000056606,0.7311297999985982,0.981046899993089,1.231084600003669,1.4643610999919474,1.714347999994061,1.947661700003664,2.1976489999942714,2.4476511999964714,2.6809603000001516,,,,28.51218869999866,None,28.51218869999866,None,31.212193799990928,None,31.212193799990928,None,right,0.8576409999950556,31.212193799990928,None,32.11209779999626,None,32.11209779999626,None,left,0.16586570000799838,32.11209779999626,None,,,001,2021_Mar_17_1147,AB_pic,2020.2.10,59.9777122817278,
AB,lag7,7,4,11,0.186668,0.05,0.45999999999999996,ramp,,,,,0,2,2,2,,,,,,,mouse.jpg,toad.jpg,butterfly.jpg,pingpongtable.jpg,tree.jpg,tortoise01.jpg,swordfish.jpg,parkingmeter.jpg,kiwi03.jpg,cigar.jpg,uprightpiano01.jpg,drumstick.jpg,fireplace.jpg,crosscountryski.jpg,mummy.jpg,basketball01.jpg,triangle.jpg,,,,,,,1,0,13,,,,,.\resources\uprightpiano01.jpg,,,1,,,,,,,,,1,,,,,,,,,39.82810309999913,None,None,39.82810309999913,None,,,,,,,32.31198210000002,35.06173370000033,32.31198210000002,35.06173370000033,34.79508959999657,None,0.2484455999947386,0.4813655999896582,0.7151160999928834,0.9479874999960884,1.1979534999991301,1.4312499999941792,1.664578799987794,1.8979147999925772,2.1312176999927033,2.3812029999971855,2.6145124999893596,2.8479041999962647,3.0812116999877617,3.3146378999954322,35.29506499999843,None,35.29506499999843,None,38.628181799998856,None,38.628181799998856,None,left,0.8336421999993036,38.628181799998856,None,39.494785999995656,None,39.494785999995656,None,right,0.3110801000002539,39.494785999995656,None,,,001,2021_Mar_17_1147,AB_pic,2020.2.10,59.9777122817278,
AB,lag5,5,5,10,0.180002,0.05,0.43999999999999995,ramp,,,,,0,3,3,3,,,,,,,mouse.jpg,toad.jpg,triangle.jpg,basketball01.jpg,tortoise01.jpg,bathtub.jpg,swordfish.jpg,parkingmeter.jpg,pingpongtable.jpg,granolabar01.jpg,cigar.jpg,microphone01.jpg,kneepad01c.jpg,crosscountryski.jpg,showerhead01.jpg,squid.jpg,uprightpiano01.jpg,,,,,,,0,1,12,,,,,.\resources\granolabar01.jpg,,,0,,,,,,,,,0,,,,,,,,,47.01093229999824,None,None,47.01093229999824,None,,,,,,,39.84475669999665,42.595030399999814,39.84475669999665,42.595030399999814,42.32837499999732,None,0.23124149999057408,0.46397529999376275,0.697287699993467,0.9305385999905411,1.1638346999970963,1.3805206999968505,1.6138412000000244,1.8471146999945631,2.0804588999890257,2.3137839999981225,2.5304362999886507,2.7637448999885237,2.997059499990428,,42.82790269999532,None,42.82790269999532,None,45.844502699997975,None,45.844502699997975,None,right,1.0014567999896826,45.844502699997975,None,46.894270000004326,None,46.894270000004326,None,left,0.09574109999812208,46.894270000004326,None,,,001,2021_Mar_17_1147,AB_pic,2020.2.10,59.9777122817278,
AB,lag2,2,3,5,0.173336,0.05,0.41999999999999993,ramp,,,,,0,4,4,4,,,,,,,granolabar01.jpg,nosmokingsign.jpg,microphone01.jpg,drumstick.jpg,tree.jpg,tortoise01.jpg,rose.jpg,kneepad01c.jpg,squid.jpg,crosscountryski.jpg,jellybean.jpg,fireplace.jpg,parkingmeter.jpg,triangle.jpg,kiwi03.jpg,platypus.jpg,toad.jpg,,,,,,,1,1,7,,,,,.\resources\tree.jpg,,,1,,,,,,,,,0,,,,,,,,,53.12726450000482,None,None,53.12726450000482,None,,,,,,,47.02760010000202,49.77782039999147,47.02760010000202,49.77782039999147,49.511168400000315,None,0.23154839999915566,0.44816200000059325,0.681464599998435,0.8981215999956476,1.130997500004014,1.3476681000029203,1.5643249999993714,1.7976703000022098,,,,,,,50.010734800001956,None,50.010734800001956,None,51.827313699992374,None,51.827313699992374,None,left,1.0425236000010045,51.827313699992374,None,52.893896399997175,None,52.893896399997175,None,left,0.21594850000110455,52.893896399997175,None,,,001,2021_Mar_17_1147,AB_pic,2020.2.10,59.9777122817278,
AB,lag3,3,5,8,0.16666999999999998,0.05,0.3999999999999999,ramp,,,,,0,5,5,5,,,,,,,football.jpg,crosscountryski.jpg,microphone01.jpg,kneepad01c.jpg,pingpongtable.jpg,parkingmeter.jpg,mummy.jpg,rose.jpg,nosmokingsign.jpg,basketball01.jpg,squid.jpg,triangle.jpg,cigar.jpg,drumstick.jpg,granolabar01.jpg,uprightpiano01.jpg,tree.jpg,,,,,,,0,1,10,,,,,.\resources\rose.jpg,,,0,,,,,,,,,0,,,,,,,,,59.54347319999069,None,None,59.54347319999069,None,,,,,,,53.14402550000523,55.89414000000397,53.14402550000523,55.89414000000397,55.627519799993024,None,0.23091549999662675,0.44755179999629036,0.6642166000092402,0.8808792000054382,1.097575699997833,1.314212099998258,1.5308371999999508,1.7474909000011394,1.9641253000008874,2.1808402000024216,2.3974638000072446,,,,56.12701169999491,None,56.12701169999491,None,58.543602299992926,None,58.543602299992926,None,right,0.7822385000035865,58.543602299992926,None,59.36032809999597,None,59.36032809999597,None,left,0.16550350000034086,59.36032809999597,None,,,001,2021_Mar_17_1147,AB_pic,2020.2.10,59.9777122817278,
AB,lag1,1,4,5,0.16000399999999998,0.05,0.3799999999999999,ramp,,,,,0,6,6,6,,,,,,,tree.jpg,toad.jpg,butterfly.jpg,squid.jpg,kneepad01c.jpg,parkingmeter.jpg,crosscountryski.jpg,skunk.jpg,fireplace.jpg,mouse.jpg,kiwi03.jpg,basketball01.jpg,showerhead01.jpg,mummy.jpg,ladybug03.jpg,triangle.jpg,pingpongtable.jpg,,,,,,,0,1,7,,,,,.\resources\kneepad01c.jpg,,,0,,,,,,,,,0,,,,,,,,,65.5930766000005,None,None,65.5930766000005,None,,,,,,,59.56014729999879,62.310387899997295,59.56014729999879,62.310387899997295,62.04329919999873,None,0.21448739999323152,0.4316352000023471,0.6311157000018284,0.8478054000006523,1.0644844999915222,1.2644042999891099,1.4810418999986723,1.681017900002189,,,,,,,62.54327189999458,None,62.54327189999458,None,64.24330309999641,None,64.24330309999641,None,right,1.0425014999927953,64.24330309999641,None,65.3264147000009,None,65.3264147000009,None,left,0.23938990000169724,65.3264147000009,None,,,001,2021_Mar_17_1147,AB_pic,2020.2.10,59.9777122817278,
