trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,phase,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,option2.started,option2.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,option1_t2.started,option1_t2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,option1_2.started,option1_2.stopped,option2_2.started,option2_2.stopped,text_5.started,text_5.stopped,displayPicture_2.started,displayPicture_2.stopped,polygon_10.started,polygon_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,6.3582566999975825,None,space,1.3543826000095578,6.3582566999975825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1102,AB_pic,2020.2.10,60.00355221289062,
AB,lag6,6,5,11,0.2,0.05,0.5,0,0,0,0,,,,,,,,,,,,apron.jpg,stubbywrench01a.jpg,vulture.jpg,baseballbat.jpg,badmintonracket.jpg,englishcucumber.jpg,wheelchair.jpg,foosballtable.jpg,athleticsock.jpg,acorn.jpg,leafblower01.jpg,holdfast.jpg,waterfall.jpg,ostrich.jpg,microwave.jpg,christmastree.jpg,bumpercar.jpg,7.789392699996824,10.53943539998727,7.789392699996824,10.53943539998727,10.27283419999003,None,1,0,13,10.756108599991421,None,10.756108599991421,None,.\resources\leafblower01.jpg,14.255659899994498,None,1,14.255659899994498,None,left,1.1371549000032246,14.255659899994498,None,15.438900299996021,None,1,15.438900299996021,None,right,0.22568030000547878,15.438900299996021,None,15.68889509998553,None,16.688818939990597,None,None,16.688818939990597,None,,,,,,,,,,,,,,,,,,001,2021_Mar_17_1102,AB_pic,2020.2.10,60.00355221289062,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.68883649999043,None,space,1.550173800002085,16.68883649999043,None,,,,,,,,,,,,001,2021_Mar_17_1102,AB_pic,2020.2.10,60.00355221289062,
,,,,,,,,,,,,,,,,,,,,,,,ostrich.jpg,badmintonracket.jpg,leafblower01.jpg,bench01.jpg,airhockeytable.jpg,baseballbat.jpg,microwave.jpg,wheelchair.jpg,donut.jpg,stubbywrench01a.jpg,athleticsock.jpg,porcupine.jpg,holdfast.jpg,bumpercar.jpg,acorn.jpg,zebra.jpg,stool01.jpg,,,,,,,1,0,13,,,,,.\resources\airhockeytable.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.32203439998557,21.072092499991413,18.32203439998557,21.072092499991413,20.80543099998613,None,21.288728699990315,None,21.288728699990315,None,,,,,,,
