trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,phase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,text_6.started,text_6.stopped,cor2,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,feedbackText.started,feedbackText.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,option1_3.started,option1_3.stopped,text_7.started,text_7.stopped,curStimTim,displayPicture_4.started,displayPicture_4.stopped,polygon_16.started,polygon_16.stopped,polygon_7.started,polygon_7.stopped,option1_t1_2.started,option1_t1_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon_17.started,polygon_17.stopped,text_8.started,text_8.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,B0,B1,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,6.703237399982754,None,space,15.01793660002295,6.703237399982754,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_24_1027,AB_pic_singleT2,2020.2.10,59.968540501467544,
AB,lag2,2,3,5,0.2,0.05,0.5,,0,0,0,4,,,,,,,,,,,mailbox02.jpg,trumpet.jpg,dormer.jpg,toolbox02.jpg,fingerprint.jpg,redfox.jpg,lip.jpg,dromedary.jpg,dolphin01.jpg,jellyfish.jpg,tire.jpg,lollipop04.jpg,tie02.jpg,toad.jpg,stool01.jpg,horseshoe.jpg,ear.jpg,21.809991499991156,24.55993469999521,24.293158099986613,None,1,1,7,24.793246599991107,None,24.793246599991107,None,.\resources\fingerprint.jpg,26.792832399980398,None,1,26.792832399980398,None,left,1.2162070000194944,26.792832399980398,None,28.042571800004225,None,28.042571800004225,None,1,left,0.2064912999921944,28.042571800004225,None,28.292697600001702,None,29.292201189979096,None,None,29.292201189979096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_24_1027,AB_pic_singleT2,2020.2.10,59.968540501467544,
AB,lag2,2,5,7,0.2,0.05,0.5,,0,1,1,9,,,,,,,,,,,jellybean.jpg,dartboard.jpg,bumpercar.jpg,bat.jpg,flag.jpg,football.jpg,skippingrope.jpg,tortoise01.jpg,horseshoe.jpg,waterfountain02.jpg,barrel01.jpg,tennisracket.jpg,moon.jpg,horse.jpg,lily.jpg,chefshat.jpg,jellyfish.jpg,29.30915789998835,32.05938339998829,31.792721099976916,None,1,0,9,32.292287199990824,None,32.292287199990824,None,.\resources\skippingrope.jpg,34.80883139997604,None,1,34.80883139997604,None,left,0.6402629000076558,34.80883139997604,None,35.47538849999546,None,35.47538849999546,None,1,right,0.4217857999901753,35.47538849999546,None,35.92535569999018,None,36.9249916899862,None,None,36.9249916899862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_24_1027,AB_pic_singleT2,2020.2.10,59.968540501467544,
AB,lag7,7,5,12,0.2,0.05,0.5,,0,2,2,7,,,,,,,,,,,englishcucumber.jpg,noparkingsign.jpg,bull.jpg,kite.jpg,bullet.jpg,penguin.jpg,christmaslights.jpg,waterfall.jpg,swordfish.jpg,statue.jpg,dolphin01.jpg,chefshat.jpg,tiger02.jpg,shower.jpg,escalator.jpg,birdnest.jpg,greywolf.jpg,36.958622499980265,39.70880409999518,39.4421994999866,None,1,1,14,39.94216299999971,None,39.94216299999971,None,.\resources\chefshat.jpg,43.70816889998969,None,1,43.70816889998969,None,left,0.6609226000146009,43.70816889998969,None,44.39150779999909,None,44.39150779999909,None,1,left,0.18555940000806004,44.39150779999909,None,44.60817229998065,None,45.60779818998708,None,None,45.60779818998708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_24_1027,AB_pic_singleT2,2020.2.10,59.968540501467544,
AB,lag6,6,5,11,0.2,0.05,0.5,,0,3,3,8,,,,,,,,,,,birdfeeder.jpg,pooltable.jpg,mrpotatohead.jpg,ostrich.jpg,englishcucumber.jpg,icecube02.jpg,nosmokingsign.jpg,birthdaycandle.jpg,sledgehammer.jpg,key07.jpg,eyepatch.jpg,uprightpiano01.jpg,dalmatian.jpg,swing.jpg,dartboard.jpg,hulahoop.jpg,saltshaker03a.jpg,45.624858099996345,48.374938900000416,48.09165970000322,None,0,1,13,48.5911885999958,None,48.5911885999958,None,.\resources\eyepatch.jpg,52.10764189998736,None,1,52.10764189998736,None,right,0.885454999981448,52.10764189998736,None,53.02423529999214,None,53.02423529999214,None,1,left,0.22496170000522397,53.02423529999214,None,53.27419139997801,None,54.27386708998529,None,None,54.27386708998529,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_24_1027,AB_pic_singleT2,2020.2.10,59.968540501467544,
AB,lag3,3,3,6,0.2,0.05,0.5,,0,4,4,5,,,,,,,,,,,elbow.jpg,key07.jpg,stool01.jpg,pingpongtable.jpg,bluejay.jpg,saxophone.jpg,leafblower01.jpg,snowshovel.jpg,saltshaker03a.jpg,kiwi03.jpg,butterfly.jpg,safe.jpg,bull.jpg,zebra.jpg,granolabar01.jpg,toad.jpg,ladder.jpg,54.29085849999683,57.041069300001254,56.774388799996814,None,1,1,8,57.27392019997933,None,57.27392019997933,None,.\resources\saxophone.jpg,59.540486099984264,None,1,59.540486099984264,None,left,0.7726433000061661,59.540486099984264,None,60.34040069999173,None,60.34040069999173,None,1,left,0.21275770000647753,60.34040069999173,None,60.57373639999423,None,61.57336688997748,None,None,61.57336688997748,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_24_1027,AB_pic_singleT2,2020.2.10,59.968540501467544,
AB,lag3,3,5,8,0.2,0.05,0.5,,0,5,5,10,,,,,,,,,,,ostrich.jpg,lawnmower.jpg,stubbywrench01a.jpg,snowshovel.jpg,pokerchips.jpg,giraffe.jpg,icecube02.jpg,car.jpg,airhockeytable.jpg,duck01.jpg,showerhead01.jpg,steeringwheel.jpg,cow.jpg,ladybug03.jpg,hand01b.jpg,golfball.jpg,helicopter.jpg,61.59048009998514,64.34056329997838,64.07393869999214,None,0,1,10,64.57347449997906,None,64.57347449997906,None,.\resources\car.jpg,67.3399562999839,None,1,67.3399562999839,None,right,1.4051276000100188,67.3399562999839,None,68.77320369999507,None,68.77320369999507,None,1,left,0.21192219998920336,68.77320369999507,None,69.00650289998157,None,70.00614788998791,None,None,70.00614788998791,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_24_1027,AB_pic_singleT2,2020.2.10,59.968540501467544,
AB,lag4,4,4,8,0.2,0.05,0.5,,0,6,6,13,,,,,,,,,,,leafblower01.jpg,well.jpg,cupcake.jpg,key07.jpg,eye.jpg,eyepatch.jpg,lizard.jpg,guitarcase.jpg,tarantula.jpg,flamingo.jpg,cow.jpg,parachute.jpg,spicerack.jpg,lollipop04.jpg,safe.jpg,parkfountain.jpg,corn02.jpg,70.00647140000365,72.75633019997622,72.48966939997626,None,0,1,10,72.98965569998836,None,72.98965569998836,None,.\resources\guitarcase.jpg,75.75613120000344,None,1,75.75613120000344,None,right,4.884957700007362,75.75613120000344,None,80.6724353999889,None,80.6724353999889,None,1,left,0.24062739999499172,80.6724353999889,None,80.93909519998124,None,81.93873588998395,None,None,81.93873588998395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_24_1027,AB_pic_singleT2,2020.2.10,59.968540501467544,
AB,lag5,5,4,9,0.2,0.05,0.5,,0,7,7,11,,,,,,,,,,,lip.jpg,telescope.jpg,bow.jpg,showerhead01.jpg,barrel01.jpg,sledgehammer.jpg,floorlamp.jpg,candycane01a.jpg,horseshoe.jpg,callbell.jpg,tire.jpg,fingerprint.jpg,duck01.jpg,skateboard.jpg,dragonfly01.jpg,turnstile.jpg,tricycle.jpg,81.93897210000432,84.68924219999462,84.42258169999695,None,0,0,11,84.92214909999166,None,84.92214909999166,None,.\resources\horseshoe.jpg,87.93863940000301,None,1,87.93863940000301,None,right,0.3904793999972753,87.93863940000301,None,88.35525120000239,None,88.35525120000239,None,1,right,0.18186049998621456,88.35525120000239,None,88.55524249997688,None,89.55489518998365,None,None,89.55489518998365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_24_1027,AB_pic_singleT2,2020.2.10,59.968540501467544,
AB,lag1,1,3,4,0.2,0.05,0.5,,0,8,8,3,,,,,,,,,,,parkingmeter.jpg,brownsugar.jpg,hammerheadshark.jpg,bat.jpg,footballhelmet.jpg,butterfly.jpg,dalmatian.jpg,flag.jpg,funnel.jpg,kneepad01c.jpg,handcuffs.jpg,greywolf.jpg,fridge.jpg,mrpotatohead.jpg,nose.jpg,dolphin01.jpg,slug.jpg,89.57187630000408,92.32204909998109,92.05541049997555,None,1,0,6,92.55497559998184,None,92.55497559998184,None,.\resources\bat.jpg,94.32154289999744,None,1,94.32154289999744,None,left,0.8635536000074353,94.32154289999744,None,95.20480149998912,None,95.20480149998912,None,1,right,0.14036469999700785,95.20480149998912,None,95.37145409997902,None,96.37113408998994,None,None,96.37113408998994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_24_1027,AB_pic_singleT2,2020.2.10,59.968540501467544,
