trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,table01.jpg,funnel.jpg,baseballbat.jpg,worldmap.jpg,eyepatch.jpg,dandelion.jpg,soccerball.jpg,waterfountain02.jpg,tortoise01.jpg,apron.jpg,jellyfish.jpg,lion.jpg,golfball.jpg,knee.jpg,panda.jpg,ipad02.jpg,rooster.jpg,,,,,,,
