trialType,cndTyp,lag,T1_loc,T2_loc,stimLen,isi,skipProb,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,textbox.started,textbox.stopped,img0,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,option1.started,option1.stopped,text_2.started,text_2.stopped,skip1,skip2,lastPresent,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,opt1_t1,polygon_4.started,polygon_4.stopped,cor1,option1_t1.started,option1_t1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_5.started,polygon_5.stopped,cor2,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,textbox_2.started,textbox_2.stopped,textbox_3.started,textbox_3.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,space,1.5203828000230715,5.408880300004967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_31_1434,AB_pic_singleT2,2020.2.10,60.01024975185704,
AB,lag6,6,5,11,0.2,0.05,0.5,0,0,0,0,,,,,5.408880300004967,None,masquerademask01.jpg,hockeypuck.jpg,anchor.jpg,hammerheadshark.jpg,witchhat.jpg,knee.jpg,cashregister01.jpg,birdfeeder.jpg,mrpotatohead.jpg,nunchuk.jpg,humanskeleton.jpg,bench01.jpg,sword01.jpg,bullet.jpg,crown.jpg,shower.jpg,armadillo.jpg,6.9985812999657355,9.749022700008936,9.465151500015054,None,1,1,13,9.982348099991214,None,9.982348099991214,None,.\resources\humanskeleton.jpg,13.481612299976405,None,1,13.481612299976405,None,left,1.4879466000129469,13.481612299976405,None,14.99813500000164,None,0,right,6.075155599974096,14.99813500000164,None,14.99813500000164,None,21.114406700013205,None,22.114342449977993,None,None,22.114342449977993,None,,001,2021_Mar_31_1434,AB_pic_singleT2,2020.2.10,60.01024975185704,
