trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialType,cndTyp,lag,T1_loc,gap,T2_loc,primePos,stimLen,isi,polygon.started,polygon.stopped,displayPicture.started,displayPicture.stopped,polygon_2.started,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,4.972782199969515,None,4.972782199969515,None,4.972782199969515,None,,,,,,,
